fecha_hoy_simulada,fecha_ultima_cuota_visible,cuota_ultima_visible,cuota_real_hoy,cuota_estimada_hoy,retorno_acumulado_real,retorno_acumulado_estimado,error_pct,error_abs_pct,afp,tipo_modelo
2024-02-26,2024-02-21,21.7439387,21.9302475,21.834265456573604,0.008568309659555684,0.0041541119950638805,-0.004376696771269728,0.004376696771269728,Habitat,CAMPEON_PRE_INDICES
2024-02-27,2024-02-22,21.8170406,21.923793,21.83436745655802,0.00489307426966068,0.000794189132967027,-0.004078926645675773,0.004078926645675773,Habitat,CAMPEON_PRE_INDICES
2024-02-28,2024-02-23,21.8881726,21.862389800000003,21.85283792671633,-0.00117793296275448,-0.0016143272409900877,-0.00043690892766323763,0.00043690892766323763,Habitat,CAMPEON_PRE_INDICES
2024-02-29,2024-02-23,21.8881726,21.8716474,21.91684260376098,-0.0007549830815936076,0.0013098399891537937,0.0020663831550695733,0.0020663831550695733,Habitat,CAMPEON_PRE_INDICES
2024-03-01,2024-02-23,21.8881726,21.9215492,21.95193010353315,0.001524869188942679,0.002912874669726895,0.001385892176505088,0.001385892176505088,Habitat,CAMPEON_PRE_INDICES
2024-03-04,2024-02-28,21.862389800000003,21.9957217,21.99436307209992,0.006098688259597251,0.0060365437313680825,-6.176782551681193e-05,6.176782551681193e-05,Habitat,CAMPEON_PRE_INDICES
2024-03-05,2024-02-29,21.8716474,21.8918414,21.913786299596143,0.0009232957916101014,0.0019266449767356697,0.001002423651586648,0.001002423651586648,Habitat,CAMPEON_PRE_INDICES
2024-03-06,2024-03-01,21.9215492,21.9385361,21.991390027727086,0.0007748950516690556,0.00318594398096117,0.0024091820660305796,0.0024091820660305796,Habitat,CAMPEON_PRE_INDICES
2024-03-07,2024-03-01,21.9215492,21.9670167,22.08546809791695,0.0020741006753299818,0.007477523436936195,0.005392238715644648,0.005392238715644648,Habitat,CAMPEON_PRE_INDICES
2024-03-08,2024-03-01,21.9215492,21.8544775,22.135616005333198,-0.0030596240889763093,0.009765131258752335,0.012864114702957119,0.012864114702957119,Habitat,CAMPEON_PRE_INDICES
2024-03-11,2024-03-06,21.9385361,21.8320377,22.122363191789606,-0.00485439864877768,0.008379186785831383,0.013298139907004902,0.013298139907004902,Habitat,CAMPEON_PRE_INDICES
2024-03-12,2024-03-07,21.9670167,21.8778521,22.098684332271084,-0.004059021815192576,0.005993878644025674,0.010093871704667245,0.010093871704667245,Habitat,CAMPEON_PRE_INDICES
2024-03-13,2024-03-08,21.8544775,21.9033867,22.089942265397305,0.0022379487224069017,0.010774211618525431,0.008517201835152921,0.008517201835152921,Habitat,CAMPEON_PRE_INDICES
2024-03-14,2024-03-08,21.8544775,21.8943938,22.10244997428763,0.001826458674200726,0.011346529528680316,0.009502714539081358,0.009502714539081358,Habitat,CAMPEON_PRE_INDICES
2024-03-15,2024-03-08,21.8544775,21.8997237,22.16376151358747,0.002070340048166308,0.01415197474235974,0.012056673280652852,0.012056673280652852,Habitat,CAMPEON_PRE_INDICES
2024-03-18,2024-03-13,21.9033867,22.013175500000003,22.011006574423376,0.005012412075982908,0.0049133896916213615,-9.85285188239704e-05,9.85285188239704e-05,Habitat,CAMPEON_PRE_INDICES
2024-03-19,2024-03-14,21.8943938,21.9206718,21.97510969526446,0.0012002159201138785,0.0036866010542142558,0.0024834045124684234,0.0024834045124684234,Habitat,CAMPEON_PRE_INDICES
2024-03-20,2024-03-15,21.8997237,22.0158811,22.02902499098606,0.005304057785898042,0.005904243028694411,0.0005970186215285,0.0005970186215285,Habitat,CAMPEON_PRE_INDICES
2024-03-21,2024-03-15,21.8997237,22.028102,22.073808062723216,0.005862096789833071,0.007949157948655694,0.0020748979064657558,0.0020748979064657558,Habitat,CAMPEON_PRE_INDICES
2024-03-22,2024-03-15,21.8997237,22.1037092,22.09848385126625,0.009314523908810823,0.009075920499684198,-0.00023640144224079673,0.00023640144224079673,Habitat,CAMPEON_PRE_INDICES
2024-03-25,2024-03-20,22.0158811,22.073967,22.044230741486377,0.002638363631060736,0.0012876905247447556,-0.0013471189167594266,0.0013471189167594266,Habitat,CAMPEON_PRE_INDICES
2024-03-26,2024-03-21,22.028102,21.890702500000003,21.820642702369206,-0.006237464308091467,-0.009417937942669541,-0.003200436241404203,0.003200436241404203,Habitat,CAMPEON_PRE_INDICES
2024-03-27,2024-03-22,22.1037092,21.662628800000004,21.900665157055023,-0.019955039944155484,-0.00918597150857281,0.010988341223620024,0.010988341223620024,Habitat,CAMPEON_PRE_INDICES
2024-03-28,2024-03-22,22.1037092,21.6669967,21.965691024608297,-0.019757430576403112,-0.006244118312581759,0.013785681917249715,0.013785681917249715,Habitat,CAMPEON_PRE_INDICES
2024-03-29,2024-03-22,22.1037092,21.6698466,21.974988889159622,-0.019628497465031813,-0.005823471059797414,0.0140814235925244,0.0140814235925244,Habitat,CAMPEON_PRE_INDICES
2024-04-01,2024-03-27,21.662628800000004,21.4612382,21.740583273315753,-0.009296683327741029,0.003598569408886698,0.013016260791316014,0.013016260791316014,Habitat,CAMPEON_PRE_INDICES
2024-04-02,2024-03-28,21.6669967,21.3454998,21.70623904035707,-0.01483809244314882,0.001811157351450987,0.016900013761077082,0.016900013761077082,Habitat,CAMPEON_PRE_INDICES
2024-04-03,2024-03-29,21.6698466,21.3173488,21.76703095272825,-0.016266741823636077,0.0044847734514303905,0.02109465660796661,0.02109465660796661,Habitat,CAMPEON_PRE_INDICES
2024-04-04,2024-03-29,21.6698466,21.0798805,21.683022115379288,-0.027225208876190066,0.0006080114743076681,0.02861219328920228,0.02861219328920228,Habitat,CAMPEON_PRE_INDICES
2024-04-05,2024-03-29,21.6698466,20.6709382,21.637003586944196,-0.04609669918014103,-0.001515608931712653,0.046735439755908104,0.046735439755908104,Habitat,CAMPEON_PRE_INDICES
2024-04-08,2024-04-03,21.3173488,20.6578192,21.046643781608854,-0.030938631543149575,-0.012698812639925783,0.01882215048183089,0.01882215048183089,Habitat,CAMPEON_PRE_INDICES
2024-04-09,2024-04-04,21.0798805,20.6826106,20.949359346006165,-0.01884592751842218,-0.006191740697668369,0.01289724741064191,0.01289724741064191,Habitat,CAMPEON_PRE_INDICES
2024-04-10,2024-04-05,20.6709382,20.7123279,20.573029487731862,0.0020023135669768877,-0.0047365393539871015,-0.006725386588155358,0.006725386588155358,Habitat,CAMPEON_PRE_INDICES
2024-04-11,2024-04-05,20.6709382,20.6877692,20.682205821312255,0.0008142349339519406,0.0005450948187855076,-0.0002689211501715194,0.0002689211501715194,Habitat,CAMPEON_PRE_INDICES
2024-04-12,2024-04-05,20.6709382,20.6081078,20.556139706649216,-0.003039552408898416,-0.005553617946126077,-0.00252173046914983,0.00252173046914983,Habitat,CAMPEON_PRE_INDICES
2024-04-15,2024-04-10,20.7123279,20.5833726,20.632759172097956,-0.006226016728906547,-0.0038416120238248253,0.002399343055081049,0.002399343055081049,Habitat,CAMPEON_PRE_INDICES
2024-04-16,2024-04-11,20.6877692,20.5561275,20.509588227368273,-0.006363262211954823,-0.008612865452488183,-0.0022640097280836047,0.0022640097280836047,Habitat,CAMPEON_PRE_INDICES
2024-04-17,2024-04-12,20.6081078,20.5353907,20.54207555508611,-0.003528567528164772,-0.0032041876699562266,0.0003255285075296488,0.0003255285075296488,Habitat,CAMPEON_PRE_INDICES
2024-04-18,2024-04-12,20.6081078,20.5225202,20.594227757292426,-0.004153103275207015,-0.0006735233939125784,0.0034940912029131077,0.0034940912029131077,Habitat,CAMPEON_PRE_INDICES
2024-04-19,2024-04-12,20.6081078,20.4411381,20.64765552546108,-0.008102136383428604,0.0019190371986059773,0.01010302970660315,0.01010302970660315,Habitat,CAMPEON_PRE_INDICES
2024-04-22,2024-04-17,20.5353907,20.637935,20.701718545677757,0.0049935402495164816,0.008099570546654222,0.00309059727524863,0.00309059727524863,Habitat,CAMPEON_PRE_INDICES
2024-04-23,2024-04-18,20.5225202,20.8005142,20.665169947380306,0.013545802235341409,0.006950888389443799,-0.00650677436713043,0.00650677436713043,Habitat,CAMPEON_PRE_INDICES
2024-04-24,2024-04-19,20.4411381,20.9692991,20.595911033765738,0.025838140587680858,0.00757163974963504,-0.01780641615409373,0.01780641615409373,Habitat,CAMPEON_PRE_INDICES
2024-04-25,2024-04-19,20.4411381,21.1084898,20.641578118051783,0.03264748257828165,0.009805717131365688,-0.02211961567938503,0.02211961567938503,Habitat,CAMPEON_PRE_INDICES
2024-04-26,2024-04-19,20.4411381,21.167249,20.706111491867247,0.03552203876554216,0.012962751416822904,-0.021785424649785834,0.021785424649785834,Habitat,CAMPEON_PRE_INDICES
2024-04-29,2024-04-24,20.9692991,21.2173671,21.144699176295504,0.011830056828175062,0.008364613211869543,-0.0034249265406968155,0.0034249265406968155,Habitat,CAMPEON_PRE_INDICES
2024-04-30,2024-04-25,21.1084898,21.3106465,21.241450436204854,0.009577032839175326,0.006298917519189429,-0.003247018517019029,0.003247018517019029,Habitat,CAMPEON_PRE_INDICES
2024-05-01,2024-04-26,21.167249,21.2301747,21.21103001704499,0.0029727859298105397,0.002068337602349146,-0.0009017675655306201,0.0009017675655306201,Habitat,CAMPEON_PRE_INDICES
2024-05-02,2024-04-26,21.167249,21.248094700000003,21.31113058623036,0.0038193768117906757,0.006797368247066782,0.0029666606404175067,0.0029666606404175067,Habitat,CAMPEON_PRE_INDICES
2024-05-03,2024-04-26,21.167249,21.3548087,21.36123963019382,0.008860844411099356,0.009164659526319063,0.00030114670115577447,0.00030114670115577447,Habitat,CAMPEON_PRE_INDICES
2024-05-06,2024-05-01,21.2301747,21.479145000000003,21.434345080221732,0.01172719035609271,0.009616990114628354,-0.0020857403671454833,0.0020857403671454833,Habitat,CAMPEON_PRE_INDICES
2024-05-07,2024-05-02,21.248094700000003,21.3894996,21.338946558806544,0.006654944925485351,0.004275764961012785,-0.002363451326063637,0.002363451326063637,Habitat,CAMPEON_PRE_INDICES
2024-05-08,2024-05-03,21.3548087,21.4624039,21.39786574620724,0.005038453001922738,0.002016269347673516,-0.003007032860506409,0.003007032860506409,Habitat,CAMPEON_PRE_INDICES
2024-05-09,2024-05-03,21.3548087,21.4558401,21.523549666598605,0.0047310842920358365,0.007901778422328087,0.003155763945062562,0.003155763945062562,Habitat,CAMPEON_PRE_INDICES
2024-05-10,2024-05-03,21.3548087,21.6248432,21.566377043437583,0.012645137860682443,0.009907292844893778,-0.0027036569015408407,0.0027036569015408407,Habitat,CAMPEON_PRE_INDICES
2024-05-13,2024-05-08,21.4624039,21.6476863,21.625360403332845,0.008632881985787266,0.007592649178167932,-0.001031329462084618,0.001031329462084618,Habitat,CAMPEON_PRE_INDICES
2024-05-14,2024-05-09,21.4558401,21.7472039,21.59329161525891,0.013579696653313489,0.006406251846503563,-0.007077336721025063,0.007077336721025063,Habitat,CAMPEON_PRE_INDICES
2024-05-15,2024-05-10,21.6248432,21.8948901,21.770871373342626,0.012487808466514094,0.006752796863869204,-0.005664277193945577,0.005664277193945577,Habitat,CAMPEON_PRE_INDICES
2024-05-16,2024-05-10,21.6248432,21.9665086,21.731202365077497,0.015799670630675333,0.00491837855626609,-0.010712045287092353,0.010712045287092353,Habitat,CAMPEON_PRE_INDICES
2024-05-17,2024-05-10,21.6248432,22.0773396,21.84439805976811,0.02092484074057932,0.010152899502555046,-0.010551159897539852,0.010551159897539852,Habitat,CAMPEON_PRE_INDICES
2024-05-20,2024-05-15,21.8948901,22.1264465,22.059853992771064,0.010575819241038342,0.00753435582538331,-0.003009634069751632,0.003009634069751632,Habitat,CAMPEON_PRE_INDICES
2024-05-21,2024-05-16,21.9665086,22.1639021,22.196980747585638,0.00898611170279473,0.010491979029641385,0.0014924559509599256,0.0014924559509599256,Habitat,CAMPEON_PRE_INDICES
2024-05-22,2024-05-17,22.0773396,22.1048945,22.046311830178727,0.0012481078109611854,-0.0014054125353614166,-0.0026502125952817535,0.0026502125952817535,Habitat,CAMPEON_PRE_INDICES
2024-05-23,2024-05-17,22.0773396,22.1318845,21.993152849550224,0.002470628299797717,-0.003813265183898129,-0.006268406581002028,0.006268406581002028,Habitat,CAMPEON_PRE_INDICES
2024-05-24,2024-05-17,22.0773396,22.163665700000003,22.027749465940747,0.003910167690676092,-0.0022462006273278323,-0.006132389646143044,0.006132389646143044,Habitat,CAMPEON_PRE_INDICES
2024-05-27,2024-05-22,22.1048945,22.1675638,22.099724734345724,0.002835087043731477,-0.0002338742514368386,-0.003060285120472961,0.003060285120472961,Habitat,CAMPEON_PRE_INDICES
2024-05-28,2024-05-23,22.1318845,22.2637357,22.25297492778664,0.005957522505595891,0.005471311211055596,-0.0004833318342600812,0.0004833318342600812,Habitat,CAMPEON_PRE_INDICES
