fecha,afp,retorno_estimado,fecha_anterior_prediccion,dias_calendario_desde_anterior,brecha_mayor_4_dias,brecha_mayor_10_dias
2025-12-24,Habitat,0.0008189978174054,2025-12-23,1.0,False,False
2025-12-30,Habitat,0.0023435936202596,2025-12-24,6.0,True,False
2025-12-31,Habitat,-0.0012550596360398,2025-12-30,1.0,False,False
2026-01-06,Habitat,0.0028314881038163,2025-12-31,6.0,True,False
2026-01-07,Habitat,-0.0022778772734671,2026-01-06,1.0,False,False
2026-01-08,Habitat,-5.128681261476519e-05,2026-01-07,1.0,False,False
2026-01-09,Habitat,0.003051705218027,2026-01-08,1.0,False,False
2026-01-13,Habitat,8.826051530034e-05,2026-01-09,4.0,False,False
2026-01-14,Habitat,0.0012009466423681,2026-01-13,1.0,False,False
2026-01-15,Habitat,0.0010860214735952,2026-01-14,1.0,False,False
2026-01-16,Habitat,-0.0006970532896965,2026-01-15,1.0,False,False
2026-01-21,Habitat,0.0059895242035573,2026-01-16,5.0,True,False
2026-01-22,Habitat,0.0005174085174131,2026-01-21,1.0,False,False
2026-01-23,Habitat,0.0024212391633163,2026-01-22,1.0,False,False
2026-01-27,Habitat,0.0019883521185777,2026-01-23,4.0,False,False
2026-01-28,Habitat,0.002506996991593,2026-01-27,1.0,False,False
2026-01-29,Habitat,-0.0001619721687573,2026-01-28,1.0,False,False
2026-01-30,Habitat,-0.0064563620268918,2026-01-29,1.0,False,False
2026-02-02,Habitat,0.0022930834471533,2026-01-30,3.0,False,False
2026-02-03,Habitat,0.0033686177615469,2026-02-02,1.0,False,False
2026-02-04,Habitat,-0.004379862786681,2026-02-03,1.0,False,False
2026-02-05,Habitat,-0.0069073379140152,2026-02-04,1.0,False,False
2026-02-06,Habitat,0.0054565063466433,2026-02-05,1.0,False,False
2026-02-10,Habitat,0.0004907147053517,2026-02-06,4.0,False,False
2026-02-11,Habitat,0.0016977949525798,2026-02-10,1.0,False,False
2026-02-12,Habitat,-0.0053886696002282,2026-02-11,1.0,False,False
2026-02-13,Habitat,0.0010061455358469,2026-02-12,1.0,False,False
2026-02-18,Habitat,0.0020315099120399,2026-02-13,5.0,True,False
2026-02-19,Habitat,0.000677994129514,2026-02-18,1.0,False,False
2026-02-20,Habitat,0.0036707298353897,2026-02-19,1.0,False,False
2026-02-24,Habitat,0.00332415777905,2026-02-20,4.0,False,False
2026-02-25,Habitat,0.0044383540130972,2026-02-24,1.0,False,False
2026-02-26,Habitat,-0.0022955537564285,2026-02-25,1.0,False,False
2026-02-27,Habitat,0.001089299962201,2026-02-26,1.0,False,False
2026-03-03,Habitat,-0.0046205524107683,2026-02-27,4.0,False,False
2026-03-04,Habitat,0.0041290339302879,2026-03-03,1.0,False,False
2026-03-05,Habitat,-0.0064993511400664,2026-03-04,1.0,False,False
2026-03-06,Habitat,-0.0073513188586386,2026-03-05,1.0,False,False
2026-03-10,Habitat,0.0036735449259786,2026-03-06,4.0,False,False
2026-03-11,Habitat,-0.0006733177638647,2026-03-10,1.0,False,False
2026-03-12,Habitat,-0.0044142174768436,2026-03-11,1.0,False,False
2026-03-13,Habitat,-0.0030874057017335,2026-03-12,1.0,False,False
2026-03-17,Habitat,0.0015250480714002,2026-03-13,4.0,False,False
2026-03-18,Habitat,-0.0046885729008898,2026-03-17,1.0,False,False
2026-03-19,Habitat,-0.0007922709940886,2026-03-18,1.0,False,False
2026-03-20,Habitat,-0.0043188874247656,2026-03-19,1.0,False,False
2026-03-24,Habitat,0.0007644374882791,2026-03-20,4.0,False,False
2026-03-25,Habitat,0.0020828581721173,2026-03-24,1.0,False,False
2026-03-26,Habitat,-0.0039307256307442,2026-03-25,1.0,False,False
2026-03-27,Habitat,-0.0030549875188046,2026-03-26,1.0,False,False
2026-03-31,Habitat,0.0090290990023808,2026-03-27,4.0,False,False
2026-04-01,Habitat,0.003495933137499,2026-03-31,1.0,False,False
2026-04-02,Habitat,-0.0007940945841507,2026-04-01,1.0,False,False
2026-04-07,Habitat,-0.0003533908406968,2026-04-02,5.0,True,False
2026-04-08,Habitat,0.0081869575959822,2026-04-07,1.0,False,False
2026-04-09,Habitat,0.0006247536852845,2026-04-08,1.0,False,False
2026-04-10,Habitat,0.0018104763720516,2026-04-09,1.0,False,False
2026-04-14,Habitat,0.0034573443491389,2026-04-10,4.0,False,False
2026-04-15,Habitat,0.0005223078382027,2026-04-14,1.0,False,False
2026-04-16,Habitat,0.0015389524465037,2026-04-15,1.0,False,False
2026-04-17,Habitat,0.0002854952742238,2026-04-16,1.0,False,False
2026-04-21,Habitat,-0.0029268705412855,2026-04-17,4.0,False,False
2026-04-22,Habitat,0.0034252558856117,2026-04-21,1.0,False,False
2026-04-23,Habitat,-0.0018630612833141,2026-04-22,1.0,False,False
2026-04-24,Habitat,0.0012899425856287,2026-04-23,1.0,False,False
2026-04-28,Habitat,-0.0011876931663308,2026-04-24,4.0,False,False
2026-04-29,Habitat,-3.254355826378926e-05,2026-04-28,1.0,False,False
2026-04-30,Habitat,0.0039262546355338,2026-04-29,1.0,False,False
2026-05-01,Habitat,-0.0005448545744939,2026-04-30,1.0,False,False
2026-05-05,Habitat,0.0024446680041308,2026-05-01,4.0,False,False
2026-05-06,Habitat,0.0040964762850775,2026-05-05,1.0,False,False
2026-05-07,Habitat,-0.000515468050266,2026-05-06,1.0,False,False
2026-05-08,Habitat,0.0024992178434854,2026-05-07,1.0,False,False
2026-05-12,Habitat,0.0037653127801162,2026-05-08,4.0,False,False
2026-05-13,Habitat,-6.46488222416303e-05,2026-05-12,1.0,False,False
2026-05-14,Habitat,0.0004695596758968,2026-05-13,1.0,False,False
2026-05-15,Habitat,-0.0054811896974305,2026-05-14,1.0,False,False
2026-05-19,Habitat,-0.0008762068356635,2026-05-15,4.0,False,False
2026-05-20,Habitat,0.0019567122110649,2026-05-19,1.0,False,False
2026-05-21,Habitat,0.0026086556203741,2026-05-20,1.0,False,False
2026-05-22,Habitat,0.0005224755420666,2026-05-21,1.0,False,False
2026-05-27,Habitat,0.0013280194115114,2026-05-22,5.0,True,False
2026-05-28,Habitat,0.001379965263191,2026-05-27,1.0,False,False
2026-05-29,Habitat,0.001870741986222,2026-05-28,1.0,False,False
2026-06-23,Habitat,-0.0050153981083625,2026-05-29,25.0,True,True
2026-06-24,Habitat,-0.0026994979125879,2026-06-23,1.0,False,False
2026-06-25,Habitat,0.0024163733438853,2026-06-24,1.0,False,False
2026-06-26,Habitat,0.0005396295765339,2026-06-25,1.0,False,False
2026-06-30,Habitat,0.0038503706114523,2026-06-26,4.0,False,False
2024-02-26,Integra,-0.0035097456711866,,,False,False
2024-02-27,Integra,0.0032265437644849,2024-02-26,1.0,False,False
2024-02-28,Integra,-0.0015312121537585,2024-02-27,1.0,False,False
2024-02-29,Integra,-0.001147777707505,2024-02-28,1.0,False,False
2024-03-01,Integra,0.0038475444012814,2024-02-29,1.0,False,False
2024-03-04,Integra,-0.0022146698427719,2024-03-01,3.0,False,False
2024-03-05,Integra,0.0010974842138128,2024-03-04,1.0,False,False
2024-03-06,Integra,0.0010465056520588,2024-03-05,1.0,False,False
2024-03-07,Integra,0.0040953149073148,2024-03-06,1.0,False,False
2024-03-08,Integra,-0.0028155329481018,2024-03-07,1.0,False,False
2024-03-11,Integra,0.0004840538789573,2024-03-08,3.0,False,False
2024-03-12,Integra,0.0012568588074426,2024-03-11,1.0,False,False
2024-03-13,Integra,0.0051346851629312,2024-03-12,1.0,False,False
2024-03-14,Integra,-0.0004799826208282,2024-03-13,1.0,False,False
2024-03-15,Integra,0.0027483677870569,2024-03-14,1.0,False,False
2024-03-18,Integra,-0.0023007731342931,2024-03-15,3.0,False,False
2024-03-19,Integra,0.0009463218477798,2024-03-18,1.0,False,False
2024-03-20,Integra,0.0034176148850684,2024-03-19,1.0,False,False
2024-03-21,Integra,0.0003541790590994,2024-03-20,1.0,False,False
2024-03-22,Integra,-0.0031270729195036,2024-03-21,1.0,False,False
2024-03-25,Integra,-0.0010855604136344,2024-03-22,3.0,False,False
2024-03-26,Integra,0.0015884560343712,2024-03-25,1.0,False,False
2024-03-27,Integra,0.001618462465626,2024-03-26,1.0,False,False
2024-03-28,Integra,0.0026503221457908,2024-03-27,1.0,False,False
2024-04-02,Integra,0.0033687013888092,2024-03-28,5.0,True,False
2024-04-03,Integra,0.002723979721382,2024-04-02,1.0,False,False
2024-04-04,Integra,-0.0002064193067548,2024-04-03,1.0,False,False
2024-04-05,Integra,-0.0003931943887742,2024-04-04,1.0,False,False
2024-04-08,Integra,-0.0006144575907938,2024-04-05,3.0,False,False
2024-04-09,Integra,0.0018392647150432,2024-04-08,1.0,False,False
2024-04-10,Integra,0.0015717521287981,2024-04-09,1.0,False,False
2024-04-11,Integra,0.0005367327996191,2024-04-10,1.0,False,False
2024-04-12,Integra,-0.0027126872972973,2024-04-11,1.0,False,False
2024-04-15,Integra,-0.0010928277575815,2024-04-12,3.0,False,False
2024-04-16,Integra,0.0017643706849451,2024-04-15,1.0,False,False
2024-04-17,Integra,0.0022517603110449,2024-04-16,1.0,False,False
2024-04-18,Integra,-0.0002976532438643,2024-04-17,1.0,False,False
2024-04-19,Integra,0.0016944672821203,2024-04-18,1.0,False,False
2024-04-22,Integra,-0.0037884510749939,2024-04-19,3.0,False,False
2024-04-23,Integra,9.04378507667302e-05,2024-04-22,1.0,False,False
2024-04-24,Integra,0.0007431991979486,2024-04-23,1.0,False,False
2024-04-25,Integra,0.0028096291696562,2024-04-24,1.0,False,False
2024-04-26,Integra,0.0036170988166033,2024-04-25,1.0,False,False
2024-04-29,Integra,0.0004490820364659,2024-04-26,3.0,False,False
2024-04-30,Integra,-0.0019583248918985,2024-04-29,1.0,False,False
2024-05-01,Integra,-0.000421581467125,2024-04-30,1.0,False,False
2024-05-02,Integra,0.0005533523956422,2024-05-01,1.0,False,False
2024-05-03,Integra,0.0018474111401456,2024-05-02,1.0,False,False
2024-05-06,Integra,-0.0013762265933985,2024-05-03,3.0,False,False
2024-05-07,Integra,0.0023098682515038,2024-05-06,1.0,False,False
2024-05-08,Integra,-0.0008199538336676,2024-05-07,1.0,False,False
2024-05-09,Integra,0.0023744403373564,2024-05-08,1.0,False,False
2024-05-10,Integra,0.0004614051727723,2024-05-09,1.0,False,False
2024-05-13,Integra,-0.002412600897446,2024-05-10,3.0,False,False
2024-05-14,Integra,0.0052206588563322,2024-05-13,1.0,False,False
2024-05-15,Integra,0.0005229786047023,2024-05-14,1.0,False,False
2024-05-16,Integra,-0.0003557793041032,2024-05-15,1.0,False,False
2024-05-17,Integra,0.00380184686692,2024-05-16,1.0,False,False
2024-05-20,Integra,4.554550194850099e-05,2024-05-17,3.0,False,False
2024-05-21,Integra,-0.0003359555658429,2024-05-20,1.0,False,False
2024-05-22,Integra,-0.0042016501676321,2024-05-21,1.0,False,False
2024-05-23,Integra,-0.0006455376191424,2024-05-22,1.0,False,False
2024-05-24,Integra,0.0017978877163504,2024-05-23,1.0,False,False
2024-05-29,Integra,-0.00180382115519,2024-05-24,5.0,True,False
2024-05-30,Integra,0.0011928399055492,2024-05-29,1.0,False,False
2024-05-31,Integra,0.0008804122521547,2024-05-30,1.0,False,False
2024-06-03,Integra,-0.0027339349163798,2024-05-31,3.0,False,False
2024-06-04,Integra,-0.0024188418206821,2024-06-03,1.0,False,False
2024-06-05,Integra,0.001503362826621,2024-06-04,1.0,False,False
2024-06-06,Integra,0.0017786133560215,2024-06-05,1.0,False,False
2024-06-07,Integra,-0.0053153668317211,2024-06-06,1.0,False,False
2024-06-10,Integra,0.0025993177838784,2024-06-07,3.0,False,False
2024-06-11,Integra,-0.0030066441316449,2024-06-10,1.0,False,False
2024-06-12,Integra,0.0039764445119969,2024-06-11,1.0,False,False
2024-06-13,Integra,-0.0021242257538024,2024-06-12,1.0,False,False
2024-06-14,Integra,-0.0001435118958885,2024-06-13,1.0,False,False
2024-06-17,Integra,-0.0024507993711322,2024-06-14,3.0,False,False
2024-06-18,Integra,0.0041563236235349,2024-06-17,1.0,False,False
2024-06-21,Integra,-0.0009115072002999,2024-06-18,3.0,False,False
2024-06-24,Integra,-0.0004532777010541,2024-06-21,3.0,False,False
2024-06-25,Integra,0.0007881894090636,2024-06-24,1.0,False,False
2024-06-26,Integra,0.0004919238157771,2024-06-25,1.0,False,False
2024-06-27,Integra,-0.0011898958053243,2024-06-26,1.0,False,False
2024-06-28,Integra,-0.0007742120428614,2024-06-27,1.0,False,False
2024-07-01,Integra,0.0006814819174272,2024-06-28,3.0,False,False
2024-07-02,Integra,0.0031159653075109,2024-07-01,1.0,False,False
2024-07-03,Integra,0.0036028506197642,2024-07-02,1.0,False,False
2024-07-09,Integra,0.0001029457783381,2024-07-03,6.0,True,False
2024-07-10,Integra,0.0006179304532889,2024-07-09,1.0,False,False
2024-07-11,Integra,0.0019780469800131,2024-07-10,1.0,False,False
2024-07-12,Integra,0.0003486800875201,2024-07-11,1.0,False,False
2024-07-16,Integra,0.0015987100197005,2024-07-12,4.0,False,False
2024-07-17,Integra,-0.0044231356399156,2024-07-16,1.0,False,False
2024-07-18,Integra,-0.0037992785694751,2024-07-17,1.0,False,False
2024-07-19,Integra,0.000775775432546,2024-07-18,1.0,False,False
2024-07-23,Integra,0.0017235375795381,2024-07-19,4.0,False,False
2024-07-24,Integra,-0.0003805708911089,2024-07-23,1.0,False,False
2024-07-25,Integra,-0.0005537412244509,2024-07-24,1.0,False,False
2024-07-26,Integra,-0.0012737165664855,2024-07-25,1.0,False,False
2024-07-30,Integra,-0.0010249502376945,2024-07-26,4.0,False,False
2024-07-31,Integra,0.0054160026022695,2024-07-30,1.0,False,False
2024-08-01,Integra,-0.0037822024251054,2024-07-31,1.0,False,False
2024-08-02,Integra,-0.0016478140675142,2024-08-01,1.0,False,False
2024-08-06,Integra,0.0036117215456462,2024-08-02,4.0,False,False
2024-08-07,Integra,-0.0021988234365211,2024-08-06,1.0,False,False
2024-08-08,Integra,0.0007249461352595,2024-08-07,1.0,False,False
2024-08-09,Integra,0.0027309468619814,2024-08-08,1.0,False,False
2024-08-13,Integra,0.0030298335914897,2024-08-09,4.0,False,False
2024-08-14,Integra,-0.0002424587103946,2024-08-13,1.0,False,False
2024-08-15,Integra,0.0025364531906932,2024-08-14,1.0,False,False
2024-08-16,Integra,-0.0008446786328858,2024-08-15,1.0,False,False
2024-08-20,Integra,0.001744545755559,2024-08-16,4.0,False,False
2024-08-21,Integra,0.0017958231139005,2024-08-20,1.0,False,False
2024-08-22,Integra,-0.0017968404583405,2024-08-21,1.0,False,False
2024-08-23,Integra,0.00262230232017,2024-08-22,1.0,False,False
2024-08-27,Integra,0.0035741822873599,2024-08-23,4.0,False,False
2024-08-28,Integra,-0.0030689867297858,2024-08-27,1.0,False,False
2024-08-29,Integra,-0.0016936520279854,2024-08-28,1.0,False,False
2024-08-30,Integra,0.0036427764941393,2024-08-29,1.0,False,False
2024-09-04,Integra,0.0019099473295417,2024-08-30,5.0,True,False
2024-09-05,Integra,0.0011404570473315,2024-09-04,1.0,False,False
2024-09-06,Integra,-0.0045003511208681,2024-09-05,1.0,False,False
2024-09-10,Integra,-0.0001981050148783,2024-09-06,4.0,False,False
2024-09-11,Integra,0.0041859370538042,2024-09-10,1.0,False,False
2024-09-12,Integra,0.0031066500721142,2024-09-11,1.0,False,False
2024-09-13,Integra,0.000462898513785,2024-09-12,1.0,False,False
2024-09-17,Integra,0.0020539291004817,2024-09-13,4.0,False,False
2024-09-18,Integra,-0.0006424965501615,2024-09-17,1.0,False,False
2024-09-19,Integra,0.0044896649994136,2024-09-18,1.0,False,False
2024-09-20,Integra,-0.0011067685929662,2024-09-19,1.0,False,False
2024-09-24,Integra,0.0083647905452262,2024-09-20,4.0,False,False
2024-09-25,Integra,-0.0010645163737749,2024-09-24,1.0,False,False
2024-09-26,Integra,0.0051364512094185,2024-09-25,1.0,False,False
2024-09-27,Integra,-0.0028439787430293,2024-09-26,1.0,False,False
2024-10-01,Integra,0.0008862709534001,2024-09-27,4.0,False,False
2024-10-02,Integra,0.0005991707157947,2024-10-01,1.0,False,False
2024-10-03,Integra,-0.0022527069368546,2024-10-02,1.0,False,False
2024-10-04,Integra,0.0004197542514788,2024-10-03,1.0,False,False
2024-10-08,Integra,-0.0016488260248512,2024-10-04,4.0,False,False
2024-10-09,Integra,0.0002075334077544,2024-10-08,1.0,False,False
2024-10-10,Integra,0.0018433378122668,2024-10-09,1.0,False,False
2024-10-11,Integra,0.0018120377426364,2024-10-10,1.0,False,False
2024-10-15,Integra,-0.0017272705837362,2024-10-11,4.0,False,False
2024-10-16,Integra,0.0045733191580137,2024-10-15,1.0,False,False
2024-10-17,Integra,-0.000451105208124,2024-10-16,1.0,False,False
2024-10-18,Integra,0.0020309483663619,2024-10-17,1.0,False,False
2024-10-22,Integra,0.0032191476082982,2024-10-18,4.0,False,False
2024-10-23,Integra,-0.0010754509399026,2024-10-22,1.0,False,False
2024-10-24,Integra,9.15414048633114e-05,2024-10-23,1.0,False,False
2024-10-25,Integra,0.0001094306338466,2024-10-24,1.0,False,False
2024-10-29,Integra,0.0014236197217371,2024-10-25,4.0,False,False
2024-10-30,Integra,-0.0006306407012929,2024-10-29,1.0,False,False
2024-10-31,Integra,-0.0015537690623406,2024-10-30,1.0,False,False
2024-11-01,Integra,0.0006245720638324,2024-10-31,1.0,False,False
2024-11-05,Integra,0.0039603196780259,2024-11-01,4.0,False,False
2024-11-06,Integra,-0.0025032230248198,2024-11-05,1.0,False,False
2024-11-07,Integra,0.0049525610885352,2024-11-06,1.0,False,False
2024-11-08,Integra,-0.0047843589913208,2024-11-07,1.0,False,False
2024-11-12,Integra,-0.0021940402182813,2024-11-08,4.0,False,False
2024-11-13,Integra,0.0010068270817614,2024-11-12,1.0,False,False
2024-11-14,Integra,0.0013403672013852,2024-11-13,1.0,False,False
2024-11-15,Integra,-0.0001982227160491,2024-11-14,1.0,False,False
2024-11-19,Integra,0.0034833951993842,2024-11-15,4.0,False,False
2024-11-20,Integra,-0.0004382875451192,2024-11-19,1.0,False,False
2024-11-21,Integra,0.0008268595935256,2024-11-20,1.0,False,False
2024-11-22,Integra,-0.0006070153203131,2024-11-21,1.0,False,False
2024-11-26,Integra,0.0016284021159858,2024-11-22,4.0,False,False
2024-11-27,Integra,0.0001810769586739,2024-11-26,1.0,False,False
2024-12-03,Integra,0.0034317073119295,2024-11-27,6.0,True,False
2024-12-04,Integra,-3.898496349956127e-05,2024-12-03,1.0,False,False
2024-12-05,Integra,0.00022529250477,2024-12-04,1.0,False,False
2024-12-06,Integra,-0.0017542474497764,2024-12-05,1.0,False,False
2024-12-10,Integra,-0.0012272218220937,2024-12-06,4.0,False,False
2024-12-11,Integra,0.0032681465471594,2024-12-10,1.0,False,False
2024-12-12,Integra,-0.0028042279948142,2024-12-11,1.0,False,False
2024-12-13,Integra,-0.0035017453888313,2024-12-12,1.0,False,False
2024-12-17,Integra,-0.0008554217825067,2024-12-13,4.0,False,False
2024-12-18,Integra,-0.0028994560500355,2024-12-17,1.0,False,False
2024-12-19,Integra,0.0001310163440915,2024-12-18,1.0,False,False
2024-12-20,Integra,0.0010973852246383,2024-12-19,1.0,False,False
2024-12-24,Integra,0.0011006346713548,2024-12-20,4.0,False,False
2024-12-27,Integra,-0.0008297986601965,2024-12-24,3.0,False,False
2024-12-31,Integra,0.0004692717407077,2024-12-27,4.0,False,False
2025-01-02,Integra,0.0010664708771307,2024-12-31,2.0,False,False
2025-01-03,Integra,0.001001480102924,2025-01-02,1.0,False,False
2025-01-07,Integra,0.001808481325638,2025-01-03,4.0,False,False
2025-01-08,Integra,0.0011370978804456,2025-01-07,1.0,False,False
2025-01-14,Integra,0.0033259483805829,2025-01-08,6.0,True,False
2025-01-15,Integra,0.0012684898970909,2025-01-14,1.0,False,False
2025-01-16,Integra,-0.0005828239924682,2025-01-15,1.0,False,False
2025-01-17,Integra,-0.0001487461596661,2025-01-16,1.0,False,False
2025-01-22,Integra,-0.0002936195692903,2025-01-17,5.0,True,False
2025-01-23,Integra,0.0001318728710413,2025-01-22,1.0,False,False
2025-01-24,Integra,0.0006583392942048,2025-01-23,1.0,False,False
2025-01-28,Integra,0.0017083510190755,2025-01-24,4.0,False,False
2025-01-29,Integra,0.0011637027358271,2025-01-28,1.0,False,False
2025-01-30,Integra,0.0010588309177395,2025-01-29,1.0,False,False
2025-01-31,Integra,-0.0019873893678331,2025-01-30,1.0,False,False
2025-02-04,Integra,0.0040438958186956,2025-01-31,4.0,False,False
2025-02-05,Integra,0.0005085395169544,2025-02-04,1.0,False,False
2025-02-06,Integra,-0.0001376282647126,2025-02-05,1.0,False,False
2025-02-07,Integra,0.0031404323423708,2025-02-06,1.0,False,False
2025-02-11,Integra,-0.0013953234660034,2025-02-07,4.0,False,False
2025-02-12,Integra,0.0012199345805524,2025-02-11,1.0,False,False
2025-02-13,Integra,0.0024093806116336,2025-02-12,1.0,False,False
2025-02-14,Integra,-0.0002685869153687,2025-02-13,1.0,False,False
2025-02-19,Integra,-0.0003238410567683,2025-02-14,5.0,True,False
2025-02-20,Integra,0.002241705225353,2025-02-19,1.0,False,False
2025-02-21,Integra,-0.0038610271817861,2025-02-20,1.0,False,False
2025-02-25,Integra,0.0022115374083169,2025-02-21,4.0,False,False
2025-02-26,Integra,0.0009972647408566,2025-02-25,1.0,False,False
2025-02-27,Integra,-0.0018390179085823,2025-02-26,1.0,False,False
2025-02-28,Integra,-0.0004748780862529,2025-02-27,1.0,False,False
2025-03-04,Integra,0.0023630544532544,2025-02-28,4.0,False,False
2025-03-05,Integra,0.0053607096842049,2025-03-04,1.0,False,False
2025-03-06,Integra,-0.0011028498120157,2025-03-05,1.0,False,False
2025-03-07,Integra,-0.0021322705260507,2025-03-06,1.0,False,False
2025-03-11,Integra,0.0042491156487208,2025-03-07,4.0,False,False
2025-03-12,Integra,-0.0008655135342678,2025-03-11,1.0,False,False
2025-03-13,Integra,0.0034981457757913,2025-03-12,1.0,False,False
2025-03-14,Integra,0.0008831752915848,2025-03-13,1.0,False,False
2025-03-18,Integra,0.0031723361220618,2025-03-14,4.0,False,False
2025-03-19,Integra,0.0001447824610574,2025-03-18,1.0,False,False
2025-03-20,Integra,-0.0007643258387765,2025-03-19,1.0,False,False
2025-03-21,Integra,-0.0010627014123623,2025-03-20,1.0,False,False
2025-03-25,Integra,0.0051820301943402,2025-03-21,4.0,False,False
2025-03-26,Integra,-0.0023534431953914,2025-03-25,1.0,False,False
2025-03-27,Integra,0.0013708824276919,2025-03-26,1.0,False,False
2025-03-28,Integra,-0.004484232754209,2025-03-27,1.0,False,False
2025-04-01,Integra,0.0055972396130589,2025-03-28,4.0,False,False
2025-04-02,Integra,0.0001032114412189,2025-04-01,1.0,False,False
2025-04-03,Integra,-0.0054203458043107,2025-04-02,1.0,False,False
2025-04-04,Integra,-0.0098567470095884,2025-04-03,1.0,False,False
2025-04-08,Integra,-0.0012877262879064,2025-04-04,4.0,False,False
2025-04-09,Integra,0.0132304364834835,2025-04-08,1.0,False,False
2025-04-10,Integra,-0.0030969178221151,2025-04-09,1.0,False,False
2025-04-11,Integra,0.0047563496018662,2025-04-10,1.0,False,False
2025-04-15,Integra,0.0021462094469018,2025-04-11,4.0,False,False
2025-04-16,Integra,-0.0016404148030887,2025-04-15,1.0,False,False
2025-04-17,Integra,0.0002191817134069,2025-04-16,1.0,False,False
2025-04-22,Integra,0.003912728433558,2025-04-17,5.0,True,False
2025-04-23,Integra,-0.0001593666695189,2025-04-22,1.0,False,False
2025-04-24,Integra,0.0008314564081461,2025-04-23,1.0,False,False
2025-04-25,Integra,-0.0008056947948023,2025-04-24,1.0,False,False
2025-04-29,Integra,1.0694972581087934e-06,2025-04-25,4.0,False,False
2025-04-30,Integra,-0.0020675536943975,2025-04-29,1.0,False,False
2025-05-01,Integra,-0.0003357951013742,2025-04-30,1.0,False,False
2025-05-02,Integra,0.000661456753039,2025-05-01,1.0,False,False
2025-05-06,Integra,0.0039327427141522,2025-05-02,4.0,False,False
2025-05-07,Integra,-0.0038182670019849,2025-05-06,1.0,False,False
2025-05-08,Integra,0.0005531397421855,2025-05-07,1.0,False,False
2025-05-09,Integra,0.0008184209019787,2025-05-08,1.0,False,False
2025-05-13,Integra,0.0018345071940327,2025-05-09,4.0,False,False
2025-05-14,Integra,0.0018658115265851,2025-05-13,1.0,False,False
2025-05-15,Integra,-0.0019554214657679,2025-05-14,1.0,False,False
2025-05-16,Integra,0.0011484267918889,2025-05-15,1.0,False,False
2025-05-20,Integra,0.0004739453259186,2025-05-16,4.0,False,False
2025-05-21,Integra,0.0027514280642627,2025-05-20,1.0,False,False
2025-05-22,Integra,-0.0001055610162325,2025-05-21,1.0,False,False
2025-05-23,Integra,0.0006709113412996,2025-05-22,1.0,False,False
2025-05-28,Integra,-0.0009441644980717,2025-05-23,5.0,True,False
2025-05-29,Integra,0.0001366659827008,2025-05-28,1.0,False,False
2025-05-30,Integra,-4.728770892157934e-05,2025-05-29,1.0,False,False
2025-06-03,Integra,0.000623255475004,2025-05-30,4.0,False,False
2025-06-04,Integra,0.0011667307116623,2025-06-03,1.0,False,False
2025-06-05,Integra,0.0037084183795651,2025-06-04,1.0,False,False
2025-06-06,Integra,0.000111579525719,2025-06-05,1.0,False,False
2025-06-10,Integra,0.0018126714455202,2025-06-06,4.0,False,False
2025-06-11,Integra,-5.024843245889294e-05,2025-06-10,1.0,False,False
2025-06-12,Integra,0.0005617723555723,2025-06-11,1.0,False,False
2025-06-13,Integra,-0.0008864365947976,2025-06-12,1.0,False,False
2025-06-17,Integra,0.0014765994875454,2025-06-13,4.0,False,False
2025-06-18,Integra,0.0003310125765621,2025-06-17,1.0,False,False
2025-06-24,Integra,0.0037169117512338,2025-06-18,6.0,True,False
2025-06-25,Integra,-0.0023990630481864,2025-06-24,1.0,False,False
2025-06-26,Integra,0.0073539254332142,2025-06-25,1.0,False,False
2025-06-27,Integra,-0.0019102239051228,2025-06-26,1.0,False,False
2025-07-01,Integra,0.0028753007358244,2025-06-27,4.0,False,False
2025-07-02,Integra,0.0031224421568138,2025-07-01,1.0,False,False
2025-07-03,Integra,-0.0020650686784576,2025-07-02,1.0,False,False
2025-07-08,Integra,0.0029170023358859,2025-07-03,5.0,True,False
2025-07-09,Integra,-0.0019865838506938,2025-07-08,1.0,False,False
2025-07-10,Integra,0.0011800515086292,2025-07-09,1.0,False,False
2025-07-11,Integra,-0.000482690043681,2025-07-10,1.0,False,False
2025-07-15,Integra,0.0015016798158363,2025-07-11,4.0,False,False
2025-07-16,Integra,-0.0002093668805331,2025-07-15,1.0,False,False
2025-07-17,Integra,-0.0005419363672423,2025-07-16,1.0,False,False
2025-07-18,Integra,-0.0020855421352084,2025-07-17,1.0,False,False
2025-07-22,Integra,0.0043629695275749,2025-07-18,4.0,False,False
2025-07-23,Integra,0.001342829251528,2025-07-22,1.0,False,False
2025-07-24,Integra,-0.0013546582326589,2025-07-23,1.0,False,False
2025-07-25,Integra,-0.0008629196540235,2025-07-24,1.0,False,False
2025-07-29,Integra,0.0051154540364328,2025-07-25,4.0,False,False
2025-07-30,Integra,-0.0056047348723282,2025-07-29,1.0,False,False
2025-07-31,Integra,0.0014961187341882,2025-07-30,1.0,False,False
2025-08-01,Integra,-0.0005801313782918,2025-07-31,1.0,False,False
2025-08-05,Integra,0.0042698434366843,2025-08-01,4.0,False,False
2025-08-06,Integra,0.0006226593164735,2025-08-05,1.0,False,False
2025-08-07,Integra,0.0018066206407597,2025-08-06,1.0,False,False
2025-08-08,Integra,0.0024941276385106,2025-08-07,1.0,False,False
2025-08-12,Integra,0.0039141140758163,2025-08-08,4.0,False,False
2025-08-13,Integra,0.0013176880314116,2025-08-12,1.0,False,False
