periodo,fecha_cartera,archivo,fila_excel_aprox,Habitat,Integra,Prima,Profuturo,pct_Habitat,pct_Integra,pct_Prima,pct_Profuturo,identificador_especifico,categoria_instrumento,estado_refinado,fingerprint_vector,monto_vector_total,fuente,conservar_auditoria,id_cluster,prioridad
2015-01,2015-01-30,CA-0001-en2015.XLS,10,3392.1729039091992,417276.3431077615,438284.3757816608,260969.1910410936,3.383829017910736,4.967238971183606,5.4575756355650045,4.835332810736843,GOB.CENTRAL,BONOS GOB.CEN.,pareja_exacta_heuristica,3392.172904|417276.343108|438284.375782|260969.191041,1119922.0828344251,hoja3,True,,145.11
2015-01,2015-01-30,CA-0001-en2015.XLS,11,0.0,0.0,0.0,255989.5816542096,,,,4.74306878310585,BONOS GOB.CEN.,,pendiente_sin_categoria,0.0|0.0|0.0|255989.581654,255989.5816542096,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,12,0.0,0.0,0.0,4979.609386884,,,,0.0922640276309931,GDN GOB CEN,,pendiente_sin_categoria,0.0|0.0|0.0|4979.609387,4979.609386884,hoja3,True,,10.11
2015-01,2015-01-30,CA-0001-en2015.XLS,15,73.313007804,0.0,0.0,0.0,0.0731326763773159,,,,BANCO FALABELLA,OTRO BONOS SIST,pareja_exacta_heuristica,73.313008|0.0|0.0|0.0,73.313007804,hoja3,True,,145.15
2015-01,2015-01-30,CA-0001-en2015.XLS,20,0.0,26781.9013034,0.0,0.0,,0.3188105582162994,,,BID,ORG INT LOC,pareja_exacta_heuristica,0.0|26781.901303|0.0|0.0,26781.9013034,hoja3,True,,145.03
2015-01,2015-01-30,CA-0001-en2015.XLS,24,0.0,9048.2108670371,0.0,0.0,,0.1077094984668871,,,COFIDE,,pendiente_sin_categoria,0.0|9048.210867|0.0|0.0,9048.2108670371,hoja3,False,hoja3_000001,10.06
2015-01,2015-01-30,CA-0001-en2015.XLS,27,0.0,9048.2108670371,0.0,0.0,,0.1077094984668871,,,OTRO BONOS SIST,,pendiente_sin_categoria,0.0|9048.210867|0.0|0.0,9048.2108670371,hoja3,True,hoja3_000001,10.15
2015-01,2015-01-30,CA-0001-en2015.XLS,28,0.0,260.912992077,0.0,0.0,,0.0031058966168093,,,Confianza,CD SERIADOS,pareja_exacta_heuristica,0.0|260.912992|0.0|0.0,260.912992077,hoja3,True,,145.09
2015-01,2015-01-30,CA-0001-en2015.XLS,30,1096.0454544708998,238093.58635241512,196260.2397923864,103796.22384289208,1.0933494603160323,2.8342554291728974,2.4438587412813995,1.9231744742585035,CONTINENTAL,,pendiente_sin_categoria,1096.045454|238093.586352|196260.239792|103796.223843,539246.0954421645,hoja3,True,,10.11
2015-01,2015-01-30,CA-0001-en2015.XLS,31,986.0933280384,94695.4747414656,75909.3394184064,67778.906658624,0.98366778826019,1.127250706395945,0.9452332417346094,1.2558324219609045,ACC.CAP.SOCIAL,,pendiente_sin_categoria,986.093328|94695.474741|75909.339418|67778.906659,239369.81414653442,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,33,0.0,860.7644869572999,0.0,1896.1612776773,,0.0102465020489335,,0.0351327710517292,BON.SUB.FIN.,,pendiente_sin_categoria,0.0|860.764487|0.0|1896.161278,2756.9257646346,hoja3,True,,10.12
2015-01,2015-01-30,CA-0001-en2015.XLS,34,10.00649314,126938.55804856,120350.90037398,2479.0591606800003,0.0099818797018381,1.511070931528521,1.4986254995467905,0.0459329166464948,CTAS.CTES.,,pendiente_sin_categoria,10.006493|126938.558049|120350.900374|2479.059161,249778.52407636,hoja3,True,,10.1
2015-01,2015-01-30,CA-0001-en2015.XLS,35,0.0,15598.7890754322,0.0,30608.03189092,,0.1856872891994981,,0.5671168320054312,DEP.A PLAZO,,pendiente_sin_categoria,0.0|15598.789075|0.0|30608.031891,46206.8209663522,hoja3,True,,10.11
2015-01,2015-01-30,CA-0001-en2015.XLS,36,99.9456332925,0.0,0.0,1034.0648549908,0.0996997923540042,,,0.0191595325939433,OTRO BONOS SIST,,pendiente_sin_categoria,99.945633|0.0|0.0|1034.064855,1134.0104882833,hoja3,True,,10.15
2015-01,2015-01-30,CA-0001-en2015.XLS,37,538.11785016,66670.20139295999,62380.683755280006,18216.23677368,0.5367942165709518,0.7936391028289058,0.7767726129536997,0.3375171107690493,CREDICORP,ACC.CAP.SOCIAL,pareja_exacta_heuristica,538.11785|66670.201393|62380.683755|18216.236774,147805.23977207998,hoja3,True,,145.09
2015-01,2015-01-30,CA-0001-en2015.XLS,39,0.0,0.0,33284.299384332,0.0,,,0.4144605452631389,,CREDISCOTIA,BON.SUB.FIN.,pareja_exacta_heuristica,0.0|0.0|33284.299384|0.0,33284.299384332,hoja3,True,,145.11
2015-01,2015-01-30,CA-0001-en2015.XLS,43,2858.501167843,104918.9434415622,178014.82018518422,55734.8088997587,2.8514699791192557,1.2489504216723537,2.2166643373482504,1.0326749648034692,CREDITO,,pendiente_sin_categoria,2858.501168|104918.943442|178014.820185|55734.8089,341527.0736943481,hoja3,True,,10.07
2015-01,2015-01-30,CA-0001-en2015.XLS,45,1687.2756749485,35154.235075835306,110442.8160135212,33794.5703507888,1.6831254042286532,0.4184744459039303,1.3752487086120828,0.6261581843819739,BON.SUB.FIN.,,pendiente_sin_categoria,1687.275675|35154.235076|110442.816014|33794.570351,181078.8971150938,hoja3,True,,10.12
2015-01,2015-01-30,CA-0001-en2015.XLS,47,135.33137396,12942.07009316,41042.80230796,2939.8706926316,0.1349984930637943,0.1540618249665121,0.5110704607978551,0.0544710015871828,CTAS.CTES.,,pendiente_sin_categoria,135.331374|12942.070093|41042.802308|2939.870693,57060.0744677116,hoja3,True,,10.1
2015-01,2015-01-30,CA-0001-en2015.XLS,48,0.0,41700.0,0.0,0.0,,0.4963949395158119,,,DEP.A PLAZO,,pendiente_sin_categoria,0.0|41700.0|0.0|0.0,41700.0,hoja3,True,,10.11
2015-01,2015-01-30,CA-0001-en2015.XLS,49,1035.8941189345,15122.6382725669,26529.201863703,19000.3678563383,1.0333460818268076,0.1800192112860995,0.3303451679383125,0.3520457788343124,OTRO BONOS SIST,,pendiente_sin_categoria,1035.894119|15122.638273|26529.201864|19000.367856,61688.1021115427,hoja3,True,,10.15
2015-01,2015-01-30,CA-0001-en2015.XLS,53,0.0,0.0,0.0,403.546089755,,,,0.0074770498412191,EDYFICAR,BON.SUB.FIN.,pareja_exacta_heuristica,0.0|0.0|0.0|403.54609,403.546089755,hoja3,True,,145.08
2015-01,2015-01-30,CA-0001-en2015.XLS,57,0.0,0.0,0.0,20785.7845256,,,,0.385126633195999,Financiera Efec,OTRO BONOS SIST,pareja_exacta_heuristica,0.0|0.0|0.0|20785.784526,20785.7845256,hoja3,True,,145.15
2015-01,2015-01-30,CA-0001-en2015.XLS,66,0.0,12232.421319008,0.0,0.0,,0.1456141976206451,,,INTERAMERICANO,,pendiente_sin_categoria,0.0|12232.421319|0.0|0.0,12232.421319008,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,71,0.0,12232.421319008,0.0,0.0,,0.1456141976206451,,,DEP.A PLAZO,,pendiente_sin_categoria,0.0|12232.421319|0.0|0.0,12232.421319008,hoja3,True,,10.11
2015-01,2015-01-30,CA-0001-en2015.XLS,72,1402.8392068825,50316.8050752632,54516.4917626645,85011.1892569359,1.399388577817303,0.5989690026849921,0.6788466430038038,1.5751184691724565,INTERBANK,,pendiente_sin_categoria,1402.839207|50316.805075|54516.491763|85011.189257,191247.32530174608,hoja3,True,,10.09
2015-01,2015-01-30,CA-0001-en2015.XLS,74,1390.9208943825,36473.7105442032,37153.3464076445,11556.3702012959,1.387499581346766,0.4341814230097596,0.4626384359981824,0.2141206622300049,BON.SUB.FIN.,,pendiente_sin_categoria,1390.920894|36473.710544|37153.346408|11556.370201,86574.3480475261,hoja3,True,,10.12
2015-01,2015-01-30,CA-0001-en2015.XLS,75,11.9183125,3626.12540606,17363.14535502,64286.79209414,0.0118889964705371,0.043165235050789,0.2162082070056213,1.1911292435315295,CTAS.CTES.,,pendiente_sin_categoria,11.918312|3626.125406|17363.145355|64286.792094,85287.98116771999,hoja3,True,,10.1
2015-01,2015-01-30,CA-0001-en2015.XLS,77,0.0,10216.969125,0.0,9168.0269615,,0.1216223446244434,,0.1698685634109217,OTRO BONOS SIST,,pendiente_sin_categoria,0.0|10216.969125|0.0|9168.026962,19384.9960865,hoja3,True,,10.15
2015-01,2015-01-30,CA-0001-en2015.XLS,78,812.7840993893,66665.5324240956,87162.40954208911,51360.435421902905,0.8107848564088338,0.7935835236318544,1.085357975186002,0.951624969899808,INTERGROUP,ACC.CAP.SOCIAL,pareja_exacta_heuristica,812.784099|66665.532424|87162.409542|51360.435422,206001.1614874769,hoja3,True,,145.1
2015-01,2015-01-30,CA-0001-en2015.XLS,80,1815.8301569384,0.0,0.0,0.0,1.8113636747597923,,,,INTERSEGURO,BON.SUB.FIN.,pareja_exacta_heuristica,1815.830157|0.0|0.0|0.0,1815.8301569384,hoja3,True,,145.11
2015-01,2015-01-30,CA-0001-en2015.XLS,82,0.0,1447.1083218,0.0,4341.3249654,,0.0172263128986268,,0.0804376599533703,JPMC&COPE,FIN EXT LOC,pareja_exacta_heuristica,0.0|1447.108322|0.0|4341.324965,5788.4332872,hoja3,True,,145.09
2015-01,2015-01-30,CA-0001-en2015.XLS,86,163.7703215976,0.0,0.0,0.0,0.1633674880946947,,,,MIBANCO,,pendiente_sin_categoria,163.770322|0.0|0.0|0.0,163.7703215976,hoja3,False,hoja3_000002,10.07
2015-01,2015-01-30,CA-0001-en2015.XLS,88,163.7703215976,0.0,0.0,0.0,0.1633674880946947,,,,OTRO BONOS SIST,,pendiente_sin_categoria,163.770322|0.0|0.0|0.0,163.7703215976,hoja3,True,hoja3_000002,10.15
2015-01,2015-01-30,CA-0001-en2015.XLS,89,0.0,0.0,0.0,1872.8922595393,,,,0.0347016341561155,Pacífico,BON.SUB.FIN.,pareja_exacta_heuristica,0.0|0.0|0.0|1872.89226,1872.8922595393,hoja3,True,,145.08
2015-01,2015-01-30,CA-0001-en2015.XLS,91,1445.2345569515,161766.49508018018,47290.4343606776,53109.9302786191,1.441679646065222,1.9256611400722048,0.5888668102800291,0.9840402517541444,SCOTIABANK,,pendiente_sin_categoria,1445.234557|161766.49508|47290.434361|53109.930279,263612.0942764284,hoja3,True,,10.1
2015-01,2015-01-30,CA-0001-en2015.XLS,92,994.2053141824,6205.4691786944,0.0,14279.5344367936,0.9917598209732994,0.0738696282404134,,0.2645764471615439,ACC.CAP.SOCIAL,,pendiente_sin_categoria,994.205314|6205.469179|0.0|14279.534437,21479.2089296704,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,94,380.42126868,63778.4271664058,47290.4343606776,2122.4487801495,0.379485528731839,0.7592155514551946,0.5888668102800291,0.0393255088266309,CTAS.CTES.,,pendiente_sin_categoria,380.421269|63778.427166|47290.434361|2122.44878,113571.7315759129,hoja3,True,,10.1
2015-01,2015-01-30,CA-0001-en2015.XLS,95,0.0,91782.59873508,0.0,36707.94706167599,,1.0925759603765963,,0.6801382957659694,DEP.A PLAZO,,pendiente_sin_categoria,0.0|91782.598735|0.0|36707.947062,128490.54579675599,hoja3,True,,10.11
2015-01,2015-01-30,CA-0001-en2015.XLS,96,70.6079740891,0.0,0.0,0.0,0.0704342963600836,,,,OTRO BONOS SIST,,pendiente_sin_categoria,70.607974|0.0|0.0|0.0,70.6079740891,hoja3,True,,10.15
2015-01,2015-01-30,CA-0001-en2015.XLS,103,0.0,3.0245664416,0.0,106.02992074,,3.60043039769685e-05,,0.0019645612289659,CITIBANK,CTAS.CTES.,pareja_exacta_heuristica,0.0|3.024566|0.0|106.029921,109.0544871816,hoja3,True,,145.08
2015-01,2015-01-30,CA-0001-en2015.XLS,105,0.0,0.0,0.0,3200.0,,,,0.0592907727254342,DEUTSCHE BANK P,DEP.A PLAZO,pareja_exacta_heuristica,0.0|0.0|0.0|3200.0,3200.0,hoja3,True,,145.15
2015-01,2015-01-30,CA-0001-en2015.XLS,107,0.0,0.0,0.0,7070.60248125,,,,0.1310067139836515,Intercorp Perú,FIN EXT LOC,pareja_exacta_heuristica,0.0|0.0|0.0|7070.602481,7070.60248125,hoja3,True,,145.14
2015-01,2015-01-30,CA-0001-en2015.XLS,112,2531.0008191392003,216259.645725041,203529.086799261,144533.184766671,2.524775198307025,2.574345174086154,2.5343713958852017,2.6779638154012124,ALICORP S.A.,,pendiente_sin_categoria,2531.000819|216259.645725|203529.086799|144533.184767,566852.9181101122,hoja3,True,,10.12
2015-01,2015-01-30,CA-0001-en2015.XLS,113,2069.3697849792,0.0,0.0,0.0,2.064279659545253,,,,ACC.CAP.SOCIAL,,pendiente_sin_categoria,2069.369785|0.0|0.0|0.0,2069.3697849792,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,114,61.0276,0.0,0.0,0.0,0.0608774875642296,,,,ACC.TRABAJO,,pendiente_sin_categoria,61.0276|0.0|0.0|0.0,61.0276,hoja3,True,,10.11
2015-01,2015-01-30,CA-0001-en2015.XLS,115,400.60343416,0.0,0.0,0.0,0.3996180511975419,,,,BON.EMP.PRIV.,,pendiente_sin_categoria,400.603434|0.0|0.0|0.0,400.60343416,hoja3,True,,10.13
2015-01,2015-01-30,CA-0001-en2015.XLS,116,357.319655,0.0,0.0,0.0,0.3564407391691193,,,,Andino Investme,BON.EMP.PRIV.,pareja_exacta_heuristica,357.319655|0.0|0.0|0.0,357.319655,hoja3,True,,145.15
2015-01,2015-01-30,CA-0001-en2015.XLS,118,0.0,4157.8404,0.0,0.0,,0.049494746615693,,,ATACOCHA,ACC.CAP.SOCIAL,pareja_exacta_heuristica,0.0|4157.8404|0.0|0.0,4157.8404,hoja3,True,,145.08
2015-01,2015-01-30,CA-0001-en2015.XLS,120,0.0,20492.40592564,32134.22862232,0.0,,0.2439406858511158,0.4001397103971039,,BUENAVENTURA,,pendiente_sin_categoria,0.0|20492.405926|32134.228622|0.0,52626.63454796,hoja3,True,hoja3_000003,10.12
2015-01,2015-01-30,CA-0001-en2015.XLS,122,0.0,20492.40592564,32134.22862232,0.0,,0.2439406858511158,0.4001397103971039,,ADR,,pendiente_sin_categoria,0.0|20492.405926|32134.228622|0.0,52626.63454796,hoja3,False,hoja3_000003,10.03
2015-01,2015-01-30,CA-0001-en2015.XLS,125,0.0,0.0,0.0,24911.2983292602,,,,0.4615656648548923,Camposol,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|0.0|0.0|24911.298329,24911.2983292602,hoja3,True,,145.08
2015-01,2015-01-30,CA-0001-en2015.XLS,127,0.0,0.0,0.0,11857.7669668194,,,,0.2197050519565157,CENCOSUD PE,NO FIN.EXT.LOC,pareja_exacta_heuristica,0.0|0.0|0.0|11857.766967,11857.7669668194,hoja3,True,,145.11
2015-01,2015-01-30,CA-0001-en2015.XLS,129,874.8572742694,0.0,0.0,0.0,0.8727053470038357,,,,Cía Minera Ares,BON.EMP.PRIV.,pareja_exacta_heuristica,874.857274|0.0|0.0|0.0,874.8572742694,hoja3,True,,145.15
2015-01,2015-01-30,CA-0001-en2015.XLS,139,0.0,49063.27976,0.0,0.0,,0.5840470932592939,,,ED. EL COMERCIO,ACC.TRABAJO,pareja_exacta_heuristica,0.0|49063.27976|0.0|0.0,49063.27976,hoja3,True,,145.15
2015-01,2015-01-30,CA-0001-en2015.XLS,141,1370.97695728,120066.84631970312,153476.15977032,86701.56799012549,1.367604701277105,1.4292703816960022,1.91110565761954,1.60643842582541,EDEGEL S.A.,ACC.CAP.SOCIAL,pareja_exacta_heuristica,1370.976957|120066.84632|153476.15977|86701.56799,361615.5510374286,hoja3,True,,145.11
2015-01,2015-01-30,CA-0001-en2015.XLS,142,0.0,116756.85045939,0.0,86320.901959034,,1.3898683386533712,,1.5993853060961165,ACC.CAP.SOCIAL,,pendiente_sin_categoria,0.0|116756.850459|0.0|86320.901959,203077.752418424,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,143,0.0,3309.9958603131,0.0,380.6660310915,,0.0394020430426309,,0.0070531197292934,BON.EMP.PRIV.,,pendiente_sin_categoria,0.0|3309.99586|0.0|380.666031,3690.6618914046,hoja3,True,,10.13
2015-01,2015-01-30,CA-0001-en2015.XLS,144,509.2978054902,45723.64174405309,0.0,19808.754338842296,0.5080450619100066,0.5442921913185105,,0.3670238598369555,EDELNOR S.A.,,pendiente_sin_categoria,509.297805|45723.641744|0.0|19808.754339,66041.69388838559,hoja3,True,,10.12
2015-01,2015-01-30,CA-0001-en2015.XLS,145,356.5263452082,40208.827589755296,0.0,18384.2050345968,0.3556493807184365,0.4786440896742994,,0.3406292882637695,ACC.CAP.SOCIAL,,pendiente_sin_categoria,356.526345|40208.82759|0.0|18384.205035,58949.5589695603,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,146,152.771460282,5514.814154297801,0.0,1424.5493042454998,0.1523956811915701,0.065648101644211,,0.026394571573186,BON.EMP.PRIV.,,pendiente_sin_categoria,152.77146|5514.814154|0.0|1424.549304,7092.134918825301,hoja3,True,,10.13
2015-01,2015-01-30,CA-0001-en2015.XLS,147,0.0,6720.849,0.0,222.111,,0.0800046866390864,,0.0041153540065059,EL BROCAL,ACC.CAP.SOCIAL,pareja_exacta_heuristica,0.0|6720.849|0.0|222.111,6942.96,hoja3,True,,145.09
2015-01,2015-01-30,CA-0001-en2015.XLS,149,3161.3680478415,236092.3065,206423.0781,154695.873785396,3.1535918833187613,2.810432283098705,2.5704077624207,2.866261841928865,ENERSUR,,pendiente_sin_categoria,3161.368048|236092.3065|206423.0781|154695.873785,600372.6264332375,hoja3,True,,10.07
2015-01,2015-01-30,CA-0001-en2015.XLS,150,2972.1844,0.0,0.0,153764.64335,2.964873579324724,,,2.8490076631475936,ACC.CAP.SOCIAL,,pendiente_sin_categoria,2972.1844|0.0|0.0|153764.64335,156736.82775,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,151,189.1836478415,0.0,0.0,931.230435396,0.1887183039940375,,,0.0172541787812723,BON.EMP.PRIV.,,pendiente_sin_categoria,189.183648|0.0|0.0|931.230435,1120.4140832374999,hoja3,True,,10.13
2015-01,2015-01-30,CA-0001-en2015.XLS,156,486.0328856555,31432.350771227502,59884.730757966805,22324.7196635626,0.4848373678843569,0.3741693011972004,0.7456926725808355,0.4136405874160381,Ferreycorp,ACC.CAP.SOCIAL,pareja_exacta_heuristica,486.032886|31432.350771|59884.730758|22324.719664,114127.83407841242,hoja3,True,,145.1
2015-01,2015-01-30,CA-0001-en2015.XLS,159,3136.879951222,278200.54503913404,275609.5600930512,173505.5211152992,3.129164021213332,3.311686875970427,3.431927084806577,3.21477388095476,G & M S.A.,,pendiente_sin_categoria,3136.879951|278200.545039|275609.560093|173505.521115,730452.5061987065,hoja3,True,,10.1
2015-01,2015-01-30,CA-0001-en2015.XLS,160,702.4616013244,121164.682696874,22536.6663282212,109279.651274626,0.7007337237409802,1.4423389769488562,0.2806295817422218,2.024773427262049,ACC.CAP.SOCIAL,,pendiente_sin_categoria,702.461601|121164.682697|22536.666328|109279.651275,253683.4619010456,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,161,2434.4183498976,157035.86234226,253072.89376483,64225.8698406732,2.428430297472352,1.869347899021571,3.151297503064355,1.190000453692711,ADR,,pendiente_sin_categoria,2434.41835|157035.862342|253072.893765|64225.869841,476769.0442976608,hoja3,True,,10.03
2015-01,2015-01-30,CA-0001-en2015.XLS,162,0.0,1843.307984016,0.0,765.367362076,,0.0219426560008305,,0.0141810069738478,GLORIA,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|1843.307984|0.0|765.367362,2608.675346092,hoja3,True,,145.06
2015-01,2015-01-30,CA-0001-en2015.XLS,166,0.0,1.2095628709,0.0,0.0,,1.4398582449423915e-05,,,HOCHSCHILD,ACC.CAP.SOCIAL,pareja_exacta_heuristica,0.0|1.209563|0.0|0.0,1.2095628709,hoja3,True,,145.1
2015-01,2015-01-30,CA-0001-en2015.XLS,168,0.0,31941.1285517071,0.0,2756.3410425331003,,0.3802257691964368,,0.0510704969708176,INKIA ENERGY,NO FIN.EXT.LOC,pareja_exacta_heuristica,0.0|31941.128552|0.0|2756.341043,34697.4695942402,hoja3,True,,145.12
2015-01,2015-01-30,CA-0001-en2015.XLS,172,2.4554672222,17719.8040422557,0.0,2004.4630386,0.0024494273948812,0.2109357567335145,,0.0371394257681768,InRetail,ACC.CAP.SOCIAL,pareja_exacta_heuristica,2.455467|17719.804042|0.0|2004.463039,19726.722548077898,hoja3,True,,145.08
2015-01,2015-01-30,CA-0001-en2015.XLS,174,0.0,0.0,0.0,3821.472703125,,,,0.0708056467241984,J R. LINDLEY,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|0.0|0.0|3821.472703,3821.472703125,hoja3,True,,145.12
2015-01,2015-01-30,CA-0001-en2015.XLS,176,0.0,0.0,0.0,6990.6180962244,,,,0.1295247339854839,KALLPA,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|0.0|0.0|6990.618096,6990.6180962244,hoja3,True,,145.06
2015-01,2015-01-30,CA-0001-en2015.XLS,178,0.0,0.0,18531.9829700544,0.0,,,0.2307627292341788,,LAP,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|0.0|18531.98297|0.0,18531.9829700544,hoja3,True,,145.03
2015-01,2015-01-30,CA-0001-en2015.XLS,180,471.1365319752,23283.1134355416,8791.6945581045,21880.132849667803,0.4699776554603908,0.2771611435389798,0.1094753558806835,0.4054031199974877,LUZ DEL SUR,ACC.CAP.SOCIAL,pareja_exacta_heuristica,471.136532|23283.113436|8791.694558|21880.13285,54426.077375289104,hoja3,True,,145.11
2015-01,2015-01-30,CA-0001-en2015.XLS,181,0.0,21600.3077151876,0.0,20192.22771804,,0.2571290993238243,,0.3741289951407883,ACC.CAP.SOCIAL,,pendiente_sin_categoria,0.0|21600.307715|0.0|20192.227718,41792.535433227604,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,182,0.0,1682.8057203540002,0.0,1687.9051316277998,,0.0200320442151555,,0.0312741248566993,BON.EMP.PRIV.,,pendiente_sin_categoria,0.0|1682.80572|0.0|1687.905132,3370.7108519818003,hoja3,True,,10.13
2015-01,2015-01-30,CA-0001-en2015.XLS,185,932.678413513,82142.603353916,62351.593308263,42446.112553383,0.930384260892828,0.9778218854565578,0.7764103748187341,0.7864571289002599,MILPO,ACC.CAP.SOCIAL,pareja_exacta_heuristica,932.678414|82142.603354|62351.593308|42446.112553,187872.98762907498,hoja3,True,,145.05
2015-01,2015-01-30,CA-0001-en2015.XLS,188,1710.2012997978,159962.386806986,183449.960896072,67543.0461672516,1.705994637848613,1.904185115680065,2.284343436030942,1.2514623123393829,MINSUR,ACC.TRABAJO,pareja_exacta_heuristica,1710.2013|159962.386807|183449.960896|67543.046167,412665.5951701074,hoja3,True,,145.06
2015-01,2015-01-30,CA-0001-en2015.XLS,193,1019.4070075592,148460.9511517974,154889.747933819,85829.5019638444,1.0168995245687822,1.7672725387879225,1.9287078463949807,1.5902804668985964,PACASMAYO S.A.A,,pendiente_sin_categoria,1019.407008|148460.951152|154889.747934|85829.501964,390199.60805702,hoja3,True,,10.15
2015-01,2015-01-30,CA-0001-en2015.XLS,194,424.2439028142,72323.20180167741,108739.440459384,46975.2703224294,0.4232003702877342,0.8609321674804198,1.3540380485106438,0.8703750238759365,ACC.CAP.SOCIAL,,pendiente_sin_categoria,424.243903|72323.201802|108739.440459|46975.270322,228462.156486305,hoja3,True,,10.14
2015-01,2015-01-30,CA-0001-en2015.XLS,195,0.0,11121.65985,9566.3778,7087.47515,,0.1323917426512274,0.1191218151657291,0.1313193369736915,ACC.TRABAJO,,pendiente_sin_categoria,0.0|11121.65985|9566.3778|7087.47515,27775.512799999997,hoja3,True,,10.11
2015-01,2015-01-30,CA-0001-en2015.XLS,196,595.163104745,65016.08950012,36583.929674435,31766.756491415003,0.5936991542810478,0.7739486286562752,0.4555479827186083,0.5885861060489683,ADR,,pendiente_sin_categoria,595.163105|65016.0895|36583.929674|31766.756491,133961.938770715,hoja3,True,,10.03
2015-01,2015-01-30,CA-0001-en2015.XLS,198,0.0,2508.6685933235,6604.4609182148,7174.8771377571,,0.0298630790083461,0.0822396302149874,0.1329387530336469,PERU LNG,BONO NUEVO PROY,pareja_exacta_heuristica,0.0|2508.668593|6604.460918|7174.877138,16288.0066492954,hoja3,True,,145.08
2015-01,2015-01-30,CA-0001-en2015.XLS,200,0.0,1926.7183367498,0.0,0.0,,0.0229355691183434,,,PLUS CAMISEA,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|1926.718337|0.0|0.0,1926.7183367498,hoja3,True,,145.12
2015-01,2015-01-30,CA-0001-en2015.XLS,202,0.0,0.0,0.0,3452.2959381305004,,,,0.0639654043276985,Plus Lote 56,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|0.0|0.0|3452.295938,3452.2959381305004,hoja3,True,,145.12
2015-01,2015-01-30,CA-0001-en2015.XLS,204,0.0010799988,4557.824435745,0.0,0.0,1.0773422765500036e-06,0.0542561387315426,,,RELAPASA,ACC.CAP.SOCIAL,pareja_exacta_heuristica,0.00108|4557.824436|0.0|0.0,4557.825515743801,hoja3,True,,145.08
2015-01,2015-01-30,CA-0001-en2015.XLS,206,230.3990422441,8158.5084602384995,0.0,0.0,0.2298323189675758,0.0971185207112549,,,REP,BON.EMP.PRIV.,pareja_exacta_heuristica,230.399042|8158.50846|0.0|0.0,8388.9075024826,hoja3,True,,145.03
2015-01,2015-01-30,CA-0001-en2015.XLS,212,170.9202907781,124.80210992,0.0,323.367986792,0.170499870162325,0.0014856387483257,,0.0059914805661142,SAGA,BON.EMP.PRIV.,pareja_exacta_heuristica,170.920291|124.80211|0.0|323.367987,619.0903874901,hoja3,True,,145.04
2015-01,2015-01-30,CA-0001-en2015.XLS,214,0.0,0.0,0.0,1928.13320453,,,,0.0357251586294223,TEL MOVILES,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|0.0|0.0|1928.133205,1928.13320453,hoja3,True,,145.11
2015-01,2015-01-30,CA-0001-en2015.XLS,216,0.0,529.6887234229999,0.0,8937.234099897601,,0.0063053909310735,,0.1655923486909466,TELEFONICA,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|529.688723|0.0|8937.2341,9466.922823320601,hoja3,True,,145.1
2015-01,2015-01-30,CA-0001-en2015.XLS,219,0.0,0.0,40840.394012418,4712.353155279,,,0.5085500456445288,0.0873122062286343,Terminales Pait,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|0.0|40840.394012|4712.353155,45552.747167697,hoja3,True,,145.15
2015-01,2015-01-30,CA-0001-en2015.XLS,221,0.0,41874.83458434,0.0,31.0183959884,,0.498476162607388,,0.0005747202083924,TRANSP GAS PERU,BON.EMP.PRIV.,pareja_exacta_heuristica,0.0|41874.834584|0.0|31.018396,41905.852980328404,hoja3,True,,145.15
2015-01,2015-01-30,CA-0001-en2015.XLS,223,2942.1545424093,137896.956949551,164009.3475347344,94024.1544490976,2.9349175875761797,1.6415192231267837,2.042266319701952,1.7421139912945531,UNACEM S.A.A.,,pendiente_sin_categoria,2942.154542|137896.95695|164009.347535|94024.154449,398872.6134757923,hoja3,True,,10.13
2015-01,2015-01-30,CA-0001-en2015.XLS,224,1866.5314884736,135850.350833631,124680.999070347,0.0,1.861940293863673,1.6171565152341028,1.5525444673464932,,ACC.CAP.SOCIAL,,pendiente_sin_categoria,1866.531488|135850.350834|124680.99907|0.0,262397.8813924516,hoja3,True,,10.14
