fuente,fecha_cartera,archivo,afp,fila_principal,fila_secundaria,identificador,categoria_asignada,valor,accion,hoja,fila_administradora,fila_instrumento,administradora,instrumento_sin_isin
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,10.0,11.0,GOB.CENTRAL,BONOS GOB.CEN.,3392.1729039091992,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,15.0,16.0,BANCO FALABELLA,OTRO BONOS SIST,73.313007804,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,37.0,38.0,CREDICORP,ACC.CAP.SOCIAL,538.11785016,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,78.0,79.0,INTERGROUP,ACC.CAP.SOCIAL,812.7840993893,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,80.0,81.0,INTERSEGURO,BON.SUB.FIN.,1815.8301569383998,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,116.0,117.0,Andino Investme,BON.EMP.PRIV.,357.319655,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,129.0,130.0,Cía Minera Ares,BON.EMP.PRIV.,874.8572742694,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,141.0,142.0,EDEGEL S.A.,ACC.CAP.SOCIAL,1370.97695728,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,156.0,157.0,Ferreycorp,ACC.CAP.SOCIAL,486.03288565549997,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,172.0,173.0,InRetail,ACC.CAP.SOCIAL,2.4554672222,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,180.0,181.0,LUZ DEL SUR,ACC.CAP.SOCIAL,471.1365319752,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,185.0,186.0,MILPO,ACC.CAP.SOCIAL,932.678413513,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,188.0,189.0,MINSUR,ACC.TRABAJO,1710.2012997978,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,204.0,205.0,RELAPASA,ACC.CAP.SOCIAL,0.0010799988,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,206.0,207.0,REP,BON.EMP.PRIV.,230.3990422441,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,212.0,213.0,SAGA,BON.EMP.PRIV.,170.9202907781,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,229.0,230.0,Cineplex,BON.EMP.PRIV.,662.0622919856,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,231.0,232.0,Rutas de Lima,BON.EMP.PRIV.,537.0313499499999,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,297.0,298.0,SCOTIA ST,TIT.C/D CREDITI,896.2311109284,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,341.0,342.0,BROWN BROTHERS,CTA CTE EXT,679.6730518136,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,439.0,440.0,AXA FUNDS,FONDO MUTUO EXT,654.1675902062,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,441.0,442.0,BANK NEW YORK,FONDO MUTUO EXT,711.147074,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,443.0,444.0,BlackRock USA,FONDO MUTUO EXT,21206.50516226,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,451.0,452.0,DIMENSIONAL,FONDO MUTUO EXT,5726.609535995001,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,461.0,462.0,GARTMORE,FONDO MUTUO EXT,1885.1005342176,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,484.0,485.0,MORGAN STAN INV,FONDO MUTUO EXT,491.5704592471,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,486.0,487.0,Muzinich,FONDO MUTUO EXT,934.9445216311,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,500.0,501.0,PIONEER,FONDO MUTUO EXT,1826.1013185175,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,506.0,507.0,STATE ST BANK,FONDO MUTUO EXT,3753.0216284,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,516.0,517.0,VANGUARD GROUP,FONDO MUTUO EXT,20227.256806460002,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Habitat,524.0,525.0,WisdomTreeAsset,FONDO MUTUO EXT,5228.74723184,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,10.0,11.0,GOB.CENTRAL,BONOS GOB.CEN.,417276.3431077615,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,20.0,21.0,BID,ORG INT LOC,26781.901303399998,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,28.0,29.0,Confianza,CD SERIADOS,260.912992077,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,37.0,38.0,CREDICORP,ACC.CAP.SOCIAL,66670.20139295999,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,78.0,79.0,INTERGROUP,ACC.CAP.SOCIAL,66665.5324240956,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,82.0,83.0,JPMC&COPE,FIN EXT LOC,1447.1083218,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,103.0,104.0,CITIBANK,CTAS.CTES.,3.0245664415999998,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,112.0,113.0,ALICORP S.A.,ACC.CAP.SOCIAL,216259.645725041,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,118.0,119.0,ATACOCHA,ACC.CAP.SOCIAL,4157.8404,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,139.0,140.0,ED. EL COMERCIO,ACC.TRABAJO,49063.27976,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,147.0,148.0,EL BROCAL,ACC.CAP.SOCIAL,6720.849,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,149.0,150.0,ENERSUR,ACC.CAP.SOCIAL,236092.3065,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,156.0,157.0,Ferreycorp,ACC.CAP.SOCIAL,31432.350771227502,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,162.0,163.0,GLORIA,BON.EMP.PRIV.,1843.307984016,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,166.0,167.0,HOCHSCHILD,ACC.CAP.SOCIAL,1.2095628709,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,168.0,169.0,INKIA ENERGY,NO FIN.EXT.LOC,31941.1285517071,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,172.0,173.0,InRetail,ACC.CAP.SOCIAL,17719.8040422557,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,185.0,186.0,MILPO,ACC.CAP.SOCIAL,82142.603353916,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,188.0,189.0,MINSUR,ACC.TRABAJO,159962.386806986,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,198.0,199.0,PERU LNG,BONO NUEVO PROY,2508.6685933235,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,200.0,201.0,PLUS CAMISEA,BON.EMP.PRIV.,1926.7183367498,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,204.0,205.0,RELAPASA,ACC.CAP.SOCIAL,4557.824435745,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,206.0,207.0,REP,BON.EMP.PRIV.,8158.5084602384995,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,212.0,213.0,SAGA,BON.EMP.PRIV.,124.80210992,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,216.0,217.0,TELEFONICA,BON.EMP.PRIV.,529.6887234229999,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,221.0,222.0,TRANSP GAS PERU,BON.EMP.PRIV.,41874.83458434,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,226.0,227.0,VOLCAN,ACC.CAP.SOCIAL,80488.6961089626,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,238.0,239.0,ACCAPITALES,FON.INV.ALT,69677.5963000023,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,240.0,241.0,BlackRock ITC P,ETF DE MERC LOC,23736.56980992,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,244.0,245.0,COMPASS GROUP,FON.INV.ALT,39714.493230126,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,247.0,248.0,ENFOCA SAFI,FON.INV.ALT,165761.676,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,249.0,250.0,Faro Capital,FON.INV.ALT,9161.017349681999,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,251.0,252.0,LARRAIN VIAL PE,FON.INV.ALT,79564.9156070054,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,253.0,254.0,Macrocapitales,FON.INV.ALT,639.71035648,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,255.0,256.0,SEAF SAFI,FON.INV.ALT,3516.4225782400003,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,257.0,258.0,SIGMA,FON.INV.ALT,8146.9009776,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,260.0,261.0,SUMMA,FON.INV.ALT,11912.9582484,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,271.0,272.0,Conti trust,TIT.C/D CREDITI,45537.52697725,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,289.0,290.0,INTEROCEANICAIV,TIT.C/D CREDITI,21435.9564488222,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,291.0,292.0,PEPTSSCN,TIT.C/D CREDITI,31559.6366122599,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,307.0,308.0,GOB COL,TIT ESTAD EXTRA,476.3460904342,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,309.0,310.0,GOB MEX,TIT ESTAD EXTRA,55681.530037287994,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,316.0,317.0,B. Santander BR,BON SIS FIN EXT,5823.202959691201,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,322.0,323.0,BTG Pactual,BON SIS FIN EXT,23433.6593669,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,329.0,330.0,JPMC&CO,BON SIS FIN EXT,2632.7821431960997,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,333.0,334.0,M. LYNCH & CO,BON SIS FIN EXT,2905.77042462,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,341.0,342.0,BROWN BROTHERS,CTA CTE EXT,99731.99719638511,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,355.0,356.0,Skandinaviska E,DEP ON CMS,3935.7993587,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,358.0,359.0,AMERICAMOVIL,BON EMP PRI EXT,2337.1807112496003,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,377.0,378.0,Emgesa,BON EMP PRI EXT,4599.26935064,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,381.0,382.0,EP Medellin,TIT.EMP.PUB.EXT,7116.4892398438,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,422.0,423.0,Copa,ACC EXTRANJERO,2247.7702704599997,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,425.0,426.0,ABERDEEN,FONDO MUTUO EXT,9673.7680932862,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,429.0,430.0,ALLIANZ,FONDO MUTUO EXT,83799.5606818528,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,439.0,440.0,AXA FUNDS,FONDO MUTUO EXT,1.7676055874,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,441.0,442.0,BANK NEW YORK,FONDO MUTUO EXT,367700.1405836,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,443.0,444.0,BlackRock USA,FONDO MUTUO EXT,1615168.13284442,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,451.0,452.0,DIMENSIONAL,FONDO MUTUO EXT,94974.4189886758,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,459.0,460.0,FRANKLIN TEMP,FONDO MUTUO EXT,0.35946790000000006,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,461.0,462.0,GARTMORE,FONDO MUTUO EXT,137579.732660843,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,467.0,468.0,INVESTEC,FONDO MUTUO EXT,40710.3816192893,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,471.0,472.0,JP MORGAN F.F.,FONDO MUTUO EXT,72097.9502716638,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,480.0,481.0,MELLON GLOBAL,FONDO MUTUO EXT,0.0181360806,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,482.0,483.0,MFS,FONDO MUTUO EXT,0.9489793544,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,486.0,487.0,Muzinich,FONDO MUTUO EXT,2.1900003081,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,496.0,497.0,PICTET,FONDO MUTUO EXT,10.817369200000002,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,500.0,501.0,PIONEER,FONDO MUTUO EXT,4133.29579344,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,502.0,503.0,ROBECO,FONDO MUTUO EXT,1.2842068951,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,504.0,505.0,SCHRODER,FONDO MUTUO EXT,153064.5989341741,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,506.0,507.0,STATE ST BANK,FONDO MUTUO EXT,1166675.5929655202,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,510.0,511.0,THREADNEEDLE IN,FONDO MUTUO EXT,74454.6346068543,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,514.0,515.0,VAN ECK,FONDO MUTUO EXT,54797.1411152,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,516.0,517.0,VANGUARD GROUP,FONDO MUTUO EXT,365006.72363078,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,518.0,519.0,VONTOBEL,FONDO MUTUO EXT,89053.76785181799,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,520.0,521.0,Swiss & Global,FONDO MUTUO EXT,54890.207179037105,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,522.0,523.0,Henderson Inves,FONDO MUTUO EXT,63626.4974249212,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Integra,526.0,527.0,NNIPL,FONDO MUTUO EXT,74896.3101043908,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,10.0,11.0,GOB.CENTRAL,BONOS GOB.CEN.,438284.37578166084,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,37.0,38.0,CREDICORP,ACC.CAP.SOCIAL,62380.683755280006,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,39.0,40.0,CREDISCOTIA,BON.SUB.FIN.,33284.299384332,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,78.0,79.0,INTERGROUP,ACC.CAP.SOCIAL,87162.40954208911,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,112.0,113.0,ALICORP S.A.,ACC.CAP.SOCIAL,203529.08679926101,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,141.0,142.0,EDEGEL S.A.,ACC.CAP.SOCIAL,153476.15977032,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,149.0,150.0,ENERSUR,ACC.CAP.SOCIAL,206423.07809999998,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,156.0,157.0,Ferreycorp,ACC.CAP.SOCIAL,59884.730757966805,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,178.0,179.0,LAP,BON.EMP.PRIV.,18531.9829700544,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,180.0,181.0,LUZ DEL SUR,ACC.CAP.SOCIAL,8791.6945581045,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,185.0,186.0,MILPO,ACC.CAP.SOCIAL,62351.593308263,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,188.0,189.0,MINSUR,ACC.TRABAJO,183449.960896072,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,198.0,199.0,PERU LNG,BONO NUEVO PROY,6604.4609182148,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,219.0,220.0,Terminales Pait,BON.EMP.PRIV.,40840.394012418,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,226.0,227.0,VOLCAN,ACC.CAP.SOCIAL,76572.01319408939,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,231.0,232.0,Rutas de Lima,BON.EMP.PRIV.,29027.4415615008,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,238.0,239.0,ACCAPITALES,FON.INV.ALT,32688.9418305428,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,240.0,241.0,BlackRock ITC P,ETF DE MERC LOC,76442.28601152,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,247.0,248.0,ENFOCA SAFI,FON.INV.ALT,166872.99256746238,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,249.0,250.0,Faro Capital,FON.INV.ALT,36839.7740332751,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,253.0,254.0,Macrocapitales,FON.INV.ALT,1.1190102,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,255.0,256.0,SEAF SAFI,FON.INV.ALT,1147.64544356,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,260.0,261.0,SUMMA,FON.INV.ALT,21659.924088,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,263.0,264.0,BCP -PFINF,TIT. C/D PARTIC,74102.0515487656,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,281.0,282.0,CRPAOTRUST,TIT.C/D CREDITI,27861.835906572,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,283.0,284.0,IBK,TIT.C/D CREDITI,22136.7364801088,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,285.0,286.0,IIRSA NORTE,TIT.C/D CREDITI,29482.4436899754,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,311.0,312.0,TREASURY,TIT ESTAD EXTRA,23347.140606008998,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,322.0,323.0,BTG Pactual,BON SIS FIN EXT,53623.365177759995,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,335.0,336.0,MORGAN STANLEY,BON SIS FIN EXT,794.9119935649001,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,341.0,342.0,BROWN BROTHERS,CTA CTE EXT,10085.3916762345,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,351.0,352.0,Wells Fargo Ban,DEP ON CMS,19640.794850820002,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,381.0,382.0,EP Medellin,TIT.EMP.PUB.EXT,5364.861846848,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,400.0,401.0,Pacific Rubiale,ACC EXTRANJERO,3503.6493799168,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,420.0,421.0,ECOPETROL,BON EMP PRI EXT,13887.737109751999,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,425.0,426.0,ABERDEEN,FONDO MUTUO EXT,34809.0000716212,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,429.0,430.0,ALLIANZ,FONDO MUTUO EXT,195331.61117962186,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,441.0,442.0,BANK NEW YORK,FONDO MUTUO EXT,43147.76653462,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,443.0,444.0,BlackRock USA,FONDO MUTUO EXT,2124744.0811685,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,455.0,456.0,DWS,FONDO MUTUO EXT,118752.244807337,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,457.0,458.0,FIDELITY,FONDO MUTUO EXT,52152.1000174213,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,459.0,460.0,FRANKLIN TEMP,FONDO MUTUO EXT,18027.1287781882,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,461.0,462.0,GARTMORE,FONDO MUTUO EXT,146866.22136217303,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,478.0,479.0,Matthews Intern,FONDO MUTUO EXT,127195.840076137,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,496.0,497.0,PICTET,FONDO MUTUO EXT,105309.09007018611,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,502.0,503.0,ROBECO,FONDO MUTUO EXT,35685.5056284303,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,506.0,507.0,STATE ST BANK,FONDO MUTUO EXT,658339.68926748,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,514.0,515.0,VAN ECK,FONDO MUTUO EXT,155091.228248,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,520.0,521.0,Swiss & Global,FONDO MUTUO EXT,136509.69554373898,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Prima,532.0,533.0,GBM,FONDO MUTUO EXT,83526.6853066256,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Profuturo,37.0,38.0,CREDICORP,ACC.CAP.SOCIAL,18216.23677368,fusion_adyacente_exacta,3,,,,
hoja_3,2015-01-30,CA-0001-en2015.XLS,Profuturo,53.0,54.0,EDYFICAR,BON.SUB.FIN.,403.54608975499997,fusion_adyacente_exacta,3,,,,
