anio,mes,archivo,hoja,fila_excel_aprox,columna_excel_aprox,valor,palabras_detectadas
2026,1,CA-0001-en2026.XLS,1,1,1,CARTERA POR TIPO DE INSTRUMENTO Y SECTOR DEL EMISOR,emisor | instrumento
2026,1,CA-0001-en2026.XLS,1,5,2,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,4,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,6,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,8,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,10,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,12,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,14,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,16,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,18,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,20,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,22,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,24,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,26,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,28,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,30,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,32,Monto,monto
2026,1,CA-0001-en2026.XLS,1,5,34,Monto,monto
2026,1,CA-0001-en2026.XLS,1,22,1,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,valor
2026,1,CA-0001-en2026.XLS,1,26,1,4. Administradoras de Fondos,administradora
2026,1,CA-0001-en2026.XLS,1,27,1,FONDOS MUTUOS DEL EXT - ETF DEL MERCADO LOCAL,etf
2026,1,CA-0001-en2026.XLS,1,28,1,FONDO MUTUO ALTERNATIVO DEL EXTRANJERO - LÍMITE LOCAL,fondo mutuo
2026,1,CA-0001-en2026.XLS,1,31,1,FONDO MUTUO,fondo mutuo
2026,1,CA-0001-en2026.XLS,1,34,1,TITULOS CON DERECHO DE PARTICIPACION,participacion
2026,1,CA-0001-en2026.XLS,1,47,1,4. Administradoras de Fondos,administradora
2026,1,CA-0001-en2026.XLS,1-A,1,1,CARTERA POR TIPO DE INSTRUMENTO Y SECTOR DEL EMISOR,emisor | instrumento
2026,1,CA-0001-en2026.XLS,1-A,5,2,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,4,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,6,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,8,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,10,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,12,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,14,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,16,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,18,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,20,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,22,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,24,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,26,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,28,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,30,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,32,Monto,monto
2026,1,CA-0001-en2026.XLS,1-A,5,34,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,4,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,6,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,8,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,10,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,12,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,14,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,16,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,18,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,20,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,22,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,24,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,26,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,28,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,30,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,32,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,34,Monto,monto
2026,1,CA-0001-en2026.XLS,2,5,36,Monto,monto
2026,1,CA-0001-en2026.XLS,2,7,2,Instrumentos de Corto Plazo,instrumento
2026,1,CA-0001-en2026.XLS,2,14,2,Instrumentos de CP del Exterior (1),instrumento
2026,1,CA-0001-en2026.XLS,2,20,2,Instrumentos de Largo Plazo,instrumento
2026,1,CA-0001-en2026.XLS,2,40,2,Instrumentos de LP del Exterior (1),instrumento
2026,1,CA-0001-en2026.XLS,2,65,2,Cuotas de Participación de Fondos de Inversión,participación
2026,1,CA-0001-en2026.XLS,2,75,2,Instrumentos sin Categoría de Riesgo Equivalente,instrumento
2026,1,CA-0001-en2026.XLS,2,79,3,Acciones y Valores representativos sobre Acciones,valor
2026,1,CA-0001-en2026.XLS,2,82,2,Instrumentos de Inversión de Corto Plazo con Equivalencia de Clasificación,instrumento
2026,1,CA-0001-en2026.XLS,2,88,2,Instrumentos de Inversión de Largo Plazo con Equivalencia de Clasificación,instrumento
2026,1,CA-0001-en2026.XLS,2,103,2,Instrumentos sin Categoría de Riesgo Equivalente,instrumento
2026,1,CA-0001-en2026.XLS,2,105,3,Acciones y Valores representativos sobre Acciones,valor
2026,1,CA-0001-en2026.XLS,2,109,1,(1) Financian actividad desarrollada en el país.,país
2026,1,CA-0001-en2026.XLS,2,110,1,(2) Incluye inversiones en Bonos Estructurados cuyo capital protegido corresponde a Instrumentos de Deuda del Gobierno Central.,instrumento
2026,1,CA-0001-en2026.XLS,2,112,1,(4) Incluye la participación de las AFP en Fondos Mutuos Alternativos.,participación
2026,1,CA-0001-en2026.XLS,2,113,1,"(5) Categoría de riesgo equivalente para acciones y valores representativos de derechos sobre acciones, según lo indicado en el Anexo IV de la Circular Nº AFP-044-2004",valor
2026,1,CA-0001-en2026.XLS,2,115,1,"Nota: Las Categorías E y E(e) corresponden a los Títulos que no tienen información suficiente y las categorías V y V(e) se asignan cuando la categoría de riesgo ha sido observada, por considerar que el instrumento tiene una categoría de riesgo correpondiente al grado especulativo.",instrumento
2026,1,CA-0001-en2026.XLS,3,1,1,CARTERA POR EMISOR Y TIPO DE INSTRUMENTO,emisor | instrumento
2026,1,CA-0001-en2026.XLS,3,5,2,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,4,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,6,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,8,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,10,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,12,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,14,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,16,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,18,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,20,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,22,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,24,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,26,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,28,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,30,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,32,Monto,monto
2026,1,CA-0001-en2026.XLS,3,5,34,Monto,monto
2026,1,CA-0001-en2026.XLS,3,69,1,Papeles Comerciales / Instrumentos de CP,instrumento
2026,1,CA-0001-en2026.XLS,3,88,1,Administradora Jockey Plaza Shopping Center S,administradora
2026,1,CA-0001-en2026.XLS,3,100,1,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,valor
2026,1,CA-0001-en2026.XLS,3,104,1,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,valor
2026,1,CA-0001-en2026.XLS,3,105,1,CORPORACION PRIMAX S.A,prima
2026,1,CA-0001-en2026.XLS,3,118,1,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,valor
2026,1,CA-0001-en2026.XLS,3,145,1,Papeles Comerciales / Instrumentos de CP,instrumento
2026,1,CA-0001-en2026.XLS,4,4,2,Moneda,moneda
2026,1,CA-0001-en2026.XLS,4,5,4,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,6,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,8,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,10,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,12,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,14,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,16,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,18,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,20,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,22,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,24,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,26,Monto,monto
2026,1,CA-0001-en2026.XLS,4,5,28,Monto,monto
2026,1,CA-0001-en2026.XLS,5,4,15,% sobre el emisor,emisor
2026,1,CA-0001-en2026.XLS,6,4,2,Moneda,moneda
2026,1,CA-0001-en2026.XLS,6,5,6,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,8,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,10,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,12,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,14,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,16,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,18,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,20,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,22,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,24,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,26,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,28,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,30,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,32,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,34,Monto,monto
2026,1,CA-0001-en2026.XLS,6,5,36,Monto,monto
2026,1,CA-0001-en2026.XLS,6,101,1,CORPORACION PRIMAX S.A,prima
2026,1,CA-0001-en2026.XLS,7,3,18,% SOBRE EL EMISOR,emisor
2026,1,CA-0001-en2026.XLS,7,99,1,CORPORACION PRIMAX S.A,prima
2026,1,CA-0001-en2026.XLS,8,5,3,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,5,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,7,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,9,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,11,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,13,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,15,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,17,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,19,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,21,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,23,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,25,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,27,Monto,monto
2026,1,CA-0001-en2026.XLS,8,5,29,Monto,monto
2026,1,CA-0001-en2026.XLS,8,14,1,ETF - EPU,etf
2026,1,CA-0001-en2026.XLS,8,26,1,FONDO BURSATIL VANECK EL DORADO PERU ETF,etf
2026,1,CA-0001-en2026.XLS,8,45,1,Macro-Infraestructura: Fondo de Inversión en Instrumentos de Deuda,instrumento
2026,1,CA-0001-en2026.XLS,9,3,16,% sobre el Fondo mutuo,fondo mutuo
2026,1,CA-0001-en2026.XLS,9,12,1,ETF - EPU,etf
2026,1,CA-0001-en2026.XLS,9,24,1,FONDO BURSATIL VANECK EL DORADO PERU ETF,etf
2026,1,CA-0001-en2026.XLS,9,43,1,Macro-Infraestructura: Fondo de Inversión en Instrumentos de Deuda,instrumento
2026,1,CA-0001-en2026.XLS,9,51,1,* Se considera el valor sobre porcentaje comprometido total,valor
2026,1,CA-0001-en2026.XLS,10,1,1,INVERSIÓN EN INSTRUMENTOS DEL EXTERIOR,instrumento
2026,1,CA-0001-en2026.XLS,10,4,2,Moneda,moneda
2026,1,CA-0001-en2026.XLS,10,5,5,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,7,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,9,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,11,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,13,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,15,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,17,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,19,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,21,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,23,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,25,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,27,Monto,monto
2026,1,CA-0001-en2026.XLS,10,5,29,Monto,monto
2026,1,CA-0001-en2026.XLS,10,121,1,Grupo Aval Acciones y Valores S.A.,valor
2026,1,CA-0001-en2026.XLS,11,1,1,INVERSIÓN EN INSTRUMENTOS DERIVADOS LOCALES Y EXTRANJEROS,instrumento
2026,1,CA-0001-en2026.XLS,11,2,1,(Valores Nocionales en miles de Soles),valor
2026,1,CA-0001-en2026.XLS,11,4,8,INTEGRA F1,integra
2026,1,CA-0001-en2026.XLS,11,4,10,INTEGRA F2,integra
2026,1,CA-0001-en2026.XLS,11,4,12,INTEGRA F3,integra
2026,1,CA-0001-en2026.XLS,11,4,14,PROFUTURO F1,profuturo
2026,1,CA-0001-en2026.XLS,11,4,16,PROFUTURO F2,profuturo
2026,1,CA-0001-en2026.XLS,11,4,18,PROFUTURO F3,profuturo
2026,1,CA-0001-en2026.XLS,11,4,20,PRIMA F1,prima
2026,1,CA-0001-en2026.XLS,11,4,22,PRIMA F2,prima
2026,1,CA-0001-en2026.XLS,11,4,24,PRIMA F3,prima
2026,1,CA-0001-en2026.XLS,11,5,2,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,4,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,6,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,8,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,10,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,12,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,14,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,16,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,18,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,20,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,22,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,24,Monto,monto
2026,1,CA-0001-en2026.XLS,11,5,26,Monto,monto
2026,1,CA-0001-en2026.XLS,11,8,1,Monedas,moneda
2026,1,CA-0001-en2026.XLS,11,11,1,Monedas,moneda
2026,1,CA-0001-en2026.XLS,11,17,1,Materia Prima,prima
2026,1,CA-0001-en2026.XLS,12,1,1,INVERSIÓN EN FORWARDS DE MONEDAS LOCALES Y EXTRANJEROS,moneda
2026,1,CA-0001-en2026.XLS,12,2,1,(Valores Nocionales en miles de Soles),valor
2026,1,CA-0001-en2026.XLS,12,5,2,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,4,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,6,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,8,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,10,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,12,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,14,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,16,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,18,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,20,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,22,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,24,Monto,monto
2026,1,CA-0001-en2026.XLS,12,5,26,Monto,monto
2026,1,CA-0001-en2026.XLS,13,1,1,INVERSIÓN EN INSTRUMENTOS DERIVADOS LOCALES Y EXTRANJEROS,instrumento
2026,1,CA-0001-en2026.XLS,13,2,1,(Valores Nocionales en miles de Soles),valor
2026,1,CA-0001-en2026.XLS,13,4,8,INTEGRA F1,integra
2026,1,CA-0001-en2026.XLS,13,4,10,INTEGRA F2,integra
2026,1,CA-0001-en2026.XLS,13,4,12,INTEGRA F3,integra
2026,1,CA-0001-en2026.XLS,13,4,14,PROFUTURO F1,profuturo
2026,1,CA-0001-en2026.XLS,13,4,16,PROFUTURO F2,profuturo
2026,1,CA-0001-en2026.XLS,13,4,18,PROFUTURO F3,profuturo
2026,1,CA-0001-en2026.XLS,13,4,20,PRIMA F1,prima
2026,1,CA-0001-en2026.XLS,13,4,22,PRIMA F2,prima
2026,1,CA-0001-en2026.XLS,13,4,24,PRIMA F3,prima
2026,1,CA-0001-en2026.XLS,13,5,2,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,4,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,6,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,8,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,10,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,12,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,14,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,16,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,18,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,20,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,22,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,24,Monto,monto
2026,1,CA-0001-en2026.XLS,13,5,26,Monto,monto
2026,1,CA-0001-en2026.XLS,13,8,1,Monedas,moneda
2026,1,CA-0001-en2026.XLS,13,20,1,Monedas,moneda
2026,1,CA-0001-en2026.XLS,13,57,1,"*El valor nocional de estos derivados se ha calculado como la multiplicación del número de contratos en stock, por el número de unidades de subyacente en cada contrato, por el precio spot del subyacente, por el tipo de cambio de la fecha correspondiente.",valor
2025,12,CA-0001-di2025.XLS,1,1,1,CARTERA POR TIPO DE INSTRUMENTO Y SECTOR DEL EMISOR,emisor | instrumento
2025,12,CA-0001-di2025.XLS,1,5,2,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,4,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,6,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,8,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,10,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,12,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,14,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,16,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,18,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,20,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,22,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,24,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,26,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,28,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,30,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,32,Monto,monto
2025,12,CA-0001-di2025.XLS,1,5,34,Monto,monto
2025,12,CA-0001-di2025.XLS,1,22,1,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,valor
2025,12,CA-0001-di2025.XLS,1,26,1,4. Administradoras de Fondos,administradora
2025,12,CA-0001-di2025.XLS,1,27,1,FONDOS MUTUOS DEL EXT - ETF DEL MERCADO LOCAL,etf
2025,12,CA-0001-di2025.XLS,1,28,1,FONDO MUTUO ALTERNATIVO DEL EXTRANJERO - LÍMITE LOCAL,fondo mutuo
2025,12,CA-0001-di2025.XLS,1,31,1,FONDO MUTUO,fondo mutuo
2025,12,CA-0001-di2025.XLS,1,34,1,TITULOS CON DERECHO DE PARTICIPACION,participacion
2025,12,CA-0001-di2025.XLS,1,47,1,4. Administradoras de Fondos,administradora
2025,12,CA-0001-di2025.XLS,1-A,1,1,CARTERA POR TIPO DE INSTRUMENTO Y SECTOR DEL EMISOR,emisor | instrumento
2025,12,CA-0001-di2025.XLS,1-A,5,2,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,4,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,6,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,8,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,10,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,12,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,14,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,16,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,18,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,20,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,22,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,24,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,26,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,28,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,30,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,32,Monto,monto
2025,12,CA-0001-di2025.XLS,1-A,5,34,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,4,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,6,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,8,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,10,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,12,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,14,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,16,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,18,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,20,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,22,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,24,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,26,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,28,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,30,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,32,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,34,Monto,monto
2025,12,CA-0001-di2025.XLS,2,5,36,Monto,monto
2025,12,CA-0001-di2025.XLS,2,7,2,Instrumentos de Corto Plazo,instrumento
2025,12,CA-0001-di2025.XLS,2,14,2,Instrumentos de CP del Exterior (1),instrumento
2025,12,CA-0001-di2025.XLS,2,20,2,Instrumentos de Largo Plazo,instrumento
2025,12,CA-0001-di2025.XLS,2,40,2,Instrumentos de LP del Exterior (1),instrumento
2025,12,CA-0001-di2025.XLS,2,65,2,Cuotas de Participación de Fondos de Inversión,participación
2025,12,CA-0001-di2025.XLS,2,75,2,Instrumentos sin Categoría de Riesgo Equivalente,instrumento
2025,12,CA-0001-di2025.XLS,2,79,3,Acciones y Valores representativos sobre Acciones,valor
2025,12,CA-0001-di2025.XLS,2,82,2,Instrumentos de Inversión de Corto Plazo con Equivalencia de Clasificación,instrumento
2025,12,CA-0001-di2025.XLS,2,88,2,Instrumentos de Inversión de Largo Plazo con Equivalencia de Clasificación,instrumento
2025,12,CA-0001-di2025.XLS,2,103,2,Instrumentos sin Categoría de Riesgo Equivalente,instrumento
2025,12,CA-0001-di2025.XLS,2,105,3,Acciones y Valores representativos sobre Acciones,valor
2025,12,CA-0001-di2025.XLS,2,109,1,(1) Financian actividad desarrollada en el país.,país
2025,12,CA-0001-di2025.XLS,2,110,1,(2) Incluye inversiones en Bonos Estructurados cuyo capital protegido corresponde a Instrumentos de Deuda del Gobierno Central.,instrumento
2025,12,CA-0001-di2025.XLS,2,112,1,(4) Incluye la participación de las AFP en Fondos Mutuos Alternativos.,participación
2025,12,CA-0001-di2025.XLS,2,113,1,"(5) Categoría de riesgo equivalente para acciones y valores representativos de derechos sobre acciones, según lo indicado en el Anexo IV de la Circular Nº AFP-044-2004",valor
2025,12,CA-0001-di2025.XLS,2,115,1,"Nota: Las Categorías E y E(e) corresponden a los Títulos que no tienen información suficiente y las categorías V y V(e) se asignan cuando la categoría de riesgo ha sido observada, por considerar que el instrumento tiene una categoría de riesgo correpondiente al grado especulativo.",instrumento
2025,12,CA-0001-di2025.XLS,3,1,1,CARTERA POR EMISOR Y TIPO DE INSTRUMENTO,emisor | instrumento
2025,12,CA-0001-di2025.XLS,3,5,2,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,4,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,6,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,8,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,10,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,12,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,14,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,16,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,18,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,20,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,22,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,24,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,26,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,28,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,30,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,32,Monto,monto
2025,12,CA-0001-di2025.XLS,3,5,34,Monto,monto
2025,12,CA-0001-di2025.XLS,3,72,1,Papeles Comerciales / Instrumentos de CP,instrumento
2025,12,CA-0001-di2025.XLS,3,91,1,Administradora Jockey Plaza Shopping Center S,administradora
2025,12,CA-0001-di2025.XLS,3,103,1,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,valor
2025,12,CA-0001-di2025.XLS,3,107,1,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,valor
2025,12,CA-0001-di2025.XLS,3,108,1,CORPORACION PRIMAX S.A,prima
2025,12,CA-0001-di2025.XLS,3,121,1,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,valor
2025,12,CA-0001-di2025.XLS,3,148,1,Papeles Comerciales / Instrumentos de CP,instrumento
2025,12,CA-0001-di2025.XLS,4,4,2,Moneda,moneda
2025,12,CA-0001-di2025.XLS,4,5,4,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,6,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,8,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,10,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,12,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,14,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,16,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,18,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,20,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,22,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,24,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,26,Monto,monto
2025,12,CA-0001-di2025.XLS,4,5,28,Monto,monto
2025,12,CA-0001-di2025.XLS,5,4,15,% sobre el emisor,emisor
